area,Date,C_025,C_25,C_50,C_75,C_975,provenance
"North East and Yorkshire",2021-01-30, 2493.4, 2541.0, 2567.9, 2594.8, 2644.6,inferred
"North East and Yorkshire",2021-01-31, 2434.5, 2481.2, 2506.5, 2532.8, 2579.3,inferred
"North East and Yorkshire",2021-02-01, 2385.6, 2427.9, 2450.0, 2473.0, 2513.5,inferred
"North East and Yorkshire",2021-02-02, 2339.6, 2377.6, 2397.3, 2417.5, 2454.3,inferred
"North East and Yorkshire",2021-02-03, 2288.7, 2327.9, 2347.1, 2367.1, 2402.8,inferred
"North East and Yorkshire",2021-02-04, 2240.0, 2279.8, 2299.7, 2318.7, 2355.9,inferred
"North East and Yorkshire",2021-02-05, 2186.9, 2229.1, 2250.6, 2272.6, 2315.3,inferred
"North East and Yorkshire",2021-02-06, 2133.2, 2178.8, 2201.7, 2226.7, 2273.7,inferred
"North East and Yorkshire",2021-02-07, 2092.6, 2134.5, 2156.4, 2181.1, 2225.9,inferred
"North East and Yorkshire",2021-02-08, 2057.8, 2097.4, 2117.5, 2138.2, 2175.4,inferred
"North East and Yorkshire",2021-02-09, 2026.3, 2061.8, 2080.6, 2099.0, 2132.1,inferred
"North East and Yorkshire",2021-02-10, 1995.1, 2027.5, 2045.8, 2064.2, 2098.5,inferred
"North East and Yorkshire",2021-02-11, 1959.0, 1993.8, 2013.0, 2032.3, 2069.5,inferred
"North East and Yorkshire",2021-02-12, 1920.7, 1960.0, 1980.4, 2002.3, 2041.9,inferred
"North East and Yorkshire",2021-02-13, 1881.3, 1925.8, 1947.7, 1972.7, 2015.4,inferred
"North East and Yorkshire",2021-02-14, 1846.9, 1891.6, 1913.0, 1936.5, 1980.5,inferred
"North East and Yorkshire",2021-02-15, 1819.8, 1857.0, 1874.4, 1896.8, 1936.6,inferred
"North East and Yorkshire",2021-02-16, 1789.9, 1821.7, 1838.0, 1857.0, 1894.1,inferred
"North East and Yorkshire",2021-02-17, 1756.4, 1785.9, 1802.6, 1819.0, 1854.7,inferred
"North East and Yorkshire",2021-02-18, 1718.0, 1750.4, 1767.1, 1784.3, 1820.3,inferred
"North East and Yorkshire",2021-02-19, 1678.6, 1712.5, 1731.6, 1749.9, 1788.4,inferred
"North East and Yorkshire",2021-02-20, 1635.6, 1673.5, 1694.1, 1714.4, 1757.2,inferred
"North East and Yorkshire",2021-02-21, 1585.8, 1623.2, 1642.8, 1662.2, 1704.2,inferred
"North East and Yorkshire",2021-02-22, 1528.0, 1561.6, 1578.2, 1596.1, 1630.0,inferred
"North East and Yorkshire",2021-02-23, 1468.8, 1497.8, 1513.1, 1528.0, 1557.9,inferred
"North East and Yorkshire",2021-02-24, 1409.3, 1436.3, 1451.2, 1466.6, 1495.9,inferred
"North East and Yorkshire",2021-02-25, 1348.9, 1378.8, 1394.6, 1410.6, 1439.8,inferred
"North East and Yorkshire",2021-02-26, 1291.9, 1324.0, 1341.0, 1357.8, 1387.9,inferred
"North East and Yorkshire",2021-02-27, 1239.5, 1272.7, 1291.1, 1308.7, 1341.9,inferred
"North East and Yorkshire",2021-02-28, 1207.3, 1238.5, 1257.0, 1273.5, 1306.4,inferred
"North East and Yorkshire",2021-03-01, 1192.4, 1221.8, 1237.7, 1252.5, 1282.3,inferred
"North East and Yorkshire",2021-03-02, 1182.0, 1209.5, 1223.7, 1236.3, 1265.3,inferred
"North East and Yorkshire",2021-03-03, 1170.5, 1196.2, 1209.3, 1222.7, 1251.3,inferred
"North East and Yorkshire",2021-03-04, 1154.6, 1181.8, 1194.6, 1208.4, 1237.4,inferred
"North East and Yorkshire",2021-03-05, 1136.6, 1164.7, 1179.4, 1194.7, 1223.8,inferred
"North East and Yorkshire",2021-03-06, 1119.4, 1149.0, 1164.8, 1182.2, 1211.0,inferred
"North East and Yorkshire",2021-03-07, 1116.6, 1145.7, 1161.1, 1178.6, 1207.7,inferred
"North East and Yorkshire",2021-03-08, 1128.5, 1154.2, 1168.0, 1182.9, 1209.7,inferred
"North East and Yorkshire",2021-03-09, 1141.0, 1165.8, 1178.6, 1192.0, 1217.8,inferred
"North East and Yorkshire",2021-03-10, 1149.6, 1175.3, 1188.3, 1202.0, 1227.2,inferred
"North East and Yorkshire",2021-03-11, 1156.4, 1182.8, 1197.0, 1212.0, 1239.9,inferred
"North East and Yorkshire",2021-03-12, 1158.0, 1188.6, 1203.8, 1220.7, 1251.4,inferred
"North East and Yorkshire",2021-03-13, 1158.7, 1191.9, 1209.5, 1227.6, 1259.8,inferred
"North East and Yorkshire",2021-03-14, 1159.2, 1193.0, 1211.2, 1229.3, 1260.2,inferred
"North East and Yorkshire",2021-03-15, 1163.6, 1193.3, 1209.9, 1226.6, 1253.9,inferred
"North East and Yorkshire",2021-03-16, 1167.1, 1194.0, 1209.0, 1224.0, 1247.9,inferred
"North East and Yorkshire",2021-03-17, 1168.8, 1193.9, 1209.2, 1223.2, 1246.4,inferred
"North East and Yorkshire",2021-03-18, 1167.2, 1195.2, 1210.1, 1224.1, 1251.1,inferred
"North East and Yorkshire",2021-03-19, 1165.4, 1195.0, 1211.5, 1226.5, 1256.3,inferred
"North East and Yorkshire",2021-03-20, 1159.9, 1193.4, 1210.8, 1228.6, 1260.8,inferred
"North East and Yorkshire",2021-03-21, 1142.8, 1177.6, 1193.3, 1210.8, 1242.8,inferred
"North East and Yorkshire",2021-03-22, 1115.1, 1145.4, 1159.3, 1175.7, 1201.7,inferred
"North East and Yorkshire",2021-03-23, 1081.7, 1108.6, 1122.0, 1136.1, 1162.9,inferred
"North East and Yorkshire",2021-03-24, 1045.7, 1073.7, 1087.3, 1101.1, 1125.6,inferred
"North East and Yorkshire",2021-03-25, 1013.9, 1041.0, 1055.5, 1069.5, 1096.1,inferred
"North East and Yorkshire",2021-03-26,  980.5, 1010.7, 1026.3, 1040.3, 1069.1,inferred
"North East and Yorkshire",2021-03-27,  949.6,  980.7,  996.6, 1011.6, 1043.8,inferred
"North East and Yorkshire",2021-03-28,  912.8,  944.3,  960.2,  976.6, 1008.5,inferred
"North East and Yorkshire",2021-03-29,  872.6,  902.7,  918.2,  934.6,  967.4,inferred
"North East and Yorkshire",2021-03-30,  829.1,  859.9,  876.4,  893.9,  931.2,inferred
"North East and Yorkshire",2021-03-31,  785.5,  819.4,  838.1,  858.2,  898.7,inferred
"North West",2020-12-17, 1752.6, 1808.5, 1908.6, 1929.1, 2124.1,inferred
"North West",2020-12-18, 1772.1, 1926.9, 2054.5, 2079.9, 2204.6,inferred
"North West",2020-12-19, 1825.2, 2057.8, 2168.6, 2197.5, 2230.8,inferred
"North West",2020-12-20, 1925.1, 2090.9, 2242.5, 2265.9, 2321.9,inferred
"North West",2020-12-21, 2044.7, 2128.7, 2290.7, 2313.4, 2364.7,inferred
"North West",2020-12-22, 2174.7, 2244.6, 2333.6, 2365.3, 2401.7,inferred
"North West",2020-12-23, 2305.2, 2359.8, 2389.9, 2419.4, 2461.1,inferred
"North West",2020-12-24, 2402.7, 2447.7, 2475.5, 2503.1, 2552.7,inferred
"North West",2020-12-25, 2466.4, 2527.1, 2566.2, 2616.8, 2714.9,inferred
"North West",2020-12-26, 2561.8, 2631.9, 2679.0, 2746.2, 2922.0,inferred
"North West",2020-12-27, 2831.6, 2897.3, 2938.9, 3012.8, 3184.9,inferred
"North West",2020-12-28, 3263.3, 3319.5, 3356.3, 3408.2, 3514.4,inferred
"North West",2020-12-29, 3750.6, 3801.3, 3828.6, 3855.2, 3912.1,inferred
"North West",2020-12-30, 4220.7, 4286.5, 4320.9, 4350.4, 4405.0,inferred
"North West",2020-12-31, 4703.6, 4801.9, 4853.5, 4892.4, 4961.9,inferred
"North West",2021-01-01, 5235.5, 5374.2, 5448.1, 5499.9, 5596.4,inferred
"North West",2021-01-02, 5809.3, 5993.4, 6085.6, 6148.7, 6263.5,inferred
"North West",2021-01-03, 6148.3, 6302.5, 6378.9, 6447.9, 6572.0,inferred
"North West",2021-01-04, 6160.8, 6261.3, 6314.7, 6370.0, 6472.5,inferred
"North West",2021-01-05, 6024.9, 6099.6, 6146.1, 6194.1, 6286.1,inferred
"North West",2021-01-06, 5880.2, 5951.3, 5990.2, 6044.0, 6163.1,inferred
"North West",2021-01-07, 5771.8, 5849.9, 5894.1, 5946.6, 6047.2,inferred
"North West",2021-01-08, 5707.3, 5789.0, 5834.5, 5875.6, 5957.9,inferred
"North West",2021-01-09, 5647.6, 5735.5, 5778.0, 5821.2, 5906.3,inferred
"North West",2021-01-10, 5518.0, 5612.2, 5656.1, 5701.8, 5792.0,inferred
"North West",2021-01-11, 5350.2, 5430.3, 5465.5, 5502.1, 5573.1,inferred
"North West",2021-01-12, 5159.6, 5227.0, 5257.8, 5288.4, 5345.4,inferred
"North West",2021-01-13, 4966.5, 5029.5, 5061.7, 5091.2, 5149.8,inferred
"North West",2021-01-14, 4779.6, 4843.4, 4877.5, 4910.2, 4969.5,inferred
"North West",2021-01-15, 4606.7, 4675.0, 4707.9, 4743.7, 4807.0,inferred
"North West",2021-01-16, 4441.1, 4510.5, 4544.7, 4584.7, 4655.4,inferred
"North West",2021-01-17, 4270.0, 4335.0, 4368.3, 4406.7, 4475.5,inferred
"North West",2021-01-18, 4091.8, 4148.6, 4177.7, 4207.7, 4264.4,inferred
"North West",2021-01-19, 3909.9, 3961.5, 3985.3, 4010.6, 4061.0,inferred
"North West",2021-01-20, 3728.0, 3775.6, 3799.4, 3823.3, 3870.1,inferred
"North West",2021-01-21, 3562.5, 3614.4, 3639.0, 3665.5, 3710.8,inferred
"North West",2021-01-22, 3400.6, 3459.1, 3485.1, 3514.4, 3563.5,inferred
"North West",2021-01-23, 3247.3, 3309.4, 3339.9, 3370.2, 3427.9,inferred
"North West",2021-01-24, 3125.3, 3183.3, 3212.4, 3241.5, 3296.4,inferred
"North West",2021-01-25, 3026.1, 3076.8, 3102.4, 3126.6, 3173.8,inferred
"North West",2021-01-26, 2940.7, 2980.0, 3000.8, 3022.1, 3064.0,inferred
"North West",2021-01-27, 2845.4, 2884.6, 2904.6, 2925.1, 2966.7,inferred
"North West",2021-01-28, 2752.6, 2792.5, 2812.5, 2836.3, 2878.8,inferred
"North West",2021-01-29, 2658.3, 2699.9, 2722.7, 2747.8, 2793.8,inferred
"North West",2021-01-30, 2562.5, 2607.5, 2633.5, 2660.6, 2711.1,inferred
"North West",2021-01-31, 2476.9, 2518.1, 2542.8, 2569.7, 2617.1,inferred
"North West",2021-02-01, 2396.9, 2432.6, 2455.1, 2476.8, 2518.2,inferred
"North West",2021-02-02, 2317.6, 2351.4, 2370.0, 2388.7, 2424.4,inferred
"North West",2021-02-03, 2237.8, 2270.8, 2289.8, 2307.3, 2341.9,inferred
"North West",2021-02-04, 2158.0, 2191.4, 2212.2, 2231.3, 2270.1,inferred
"North West",2021-02-05, 2077.5, 2114.6, 2136.4, 2158.4, 2203.2,inferred
"North West",2021-02-06, 1997.5, 2039.8, 2062.9, 2086.1, 2137.0,inferred
"North West",2021-02-07, 1933.2, 1972.9, 1994.2, 2017.0, 2064.1,inferred
"North West",2021-02-08, 1880.6, 1914.4, 1933.3, 1952.7, 1990.1,inferred
"North West",2021-02-09, 1831.0, 1859.9, 1877.4, 1893.1, 1924.4,inferred
"North West",2021-02-10, 1778.2, 1807.9, 1824.1, 1840.2, 1869.9,inferred
"North West",2021-02-11, 1724.6, 1756.2, 1773.6, 1790.7, 1820.2,inferred
"North West",2021-02-12, 1669.3, 1705.2, 1724.0, 1743.8, 1776.4,inferred
"North West",2021-02-13, 1615.9, 1656.2, 1676.6, 1697.7, 1735.0,inferred
"North West",2021-02-14, 1575.0, 1614.1, 1633.6, 1653.9, 1690.0,inferred
"North West",2021-02-15, 1546.1, 1578.9, 1594.8, 1611.8, 1640.9,inferred
"North West",2021-02-16, 1516.3, 1543.7, 1557.4, 1572.9, 1597.9,inferred
"North West",2021-02-17, 1479.6, 1506.6, 1522.1, 1536.6, 1561.6,inferred
"North West",2021-02-18, 1439.1, 1469.8, 1486.6, 1502.8, 1533.4,inferred
"North West",2021-02-19, 1398.0, 1432.3, 1451.3, 1471.1, 1506.2,inferred
"North West",2021-02-20, 1354.4, 1391.7, 1414.7, 1435.9, 1475.5,inferred
"North West",2021-02-21, 1296.2, 1332.6, 1354.9, 1374.9, 1413.1,inferred
"North West",2021-02-22, 1229.0, 1256.6, 1274.2, 1290.5, 1321.8,inferred
"North West",2021-02-23, 1153.1, 1176.6, 1190.8, 1204.4, 1230.1,inferred
"North West",2021-02-24, 1077.9, 1099.9, 1112.2, 1125.8, 1148.6,inferred
"North West",2021-02-25, 1005.0, 1029.2, 1041.1, 1054.9, 1079.3,inferred
"North West",2021-02-26,  936.1,  963.4,  976.5,  990.6, 1016.5,inferred
"North West",2021-02-27,  874.7,  904.3,  918.2,  932.3,  959.9,inferred
"North West",2021-02-28,  835.6,  866.6,  879.0,  892.2,  917.6,inferred
"North West",2021-03-01,  821.0,  845.9,  857.3,  868.5,  890.9,inferred
"North West",2021-03-02,  809.5,  830.6,  841.3,  850.8,  872.0,inferred
"North West",2021-03-03,  795.6,  815.1,  825.6,  835.7,  855.6,inferred
"North West",2021-03-04,  778.5,  798.0,  809.2,  819.7,  840.7,inferred
"North West",2021-03-05,  758.6,  779.6,  791.3,  803.2,  825.6,inferred
"North West",2021-03-06,  738.4,  760.8,  773.9,  787.1,  811.2,inferred
"North West",2021-03-07,  730.9,  753.0,  764.9,  778.1,  800.5,inferred
"North West",2021-03-08,  735.5,  755.1,  765.8,  777.1,  797.6,inferred
"North West",2021-03-09,  740.7,  759.4,  769.0,  779.1,  799.6,inferred
"North West",2021-03-10,  742.4,  761.8,  771.5,  781.5,  802.3,inferred
"North West",2021-03-11,  742.9,  762.8,  772.9,  783.3,  804.4,inferred
"North West",2021-03-12,  740.0,  762.0,  772.9,  784.8,  808.3,inferred
"North West",2021-03-13,  736.6,  760.2,  772.2,  785.2,  808.9,inferred
"North West",2021-03-14,  733.2,  755.8,  768.1,  780.8,  804.5,inferred
"North West",2021-03-15,  728.7,  749.6,  760.6,  771.3,  794.1,inferred
"North West",2021-03-16,  723.2,  742.2,  752.7,  762.5,  781.9,inferred
"North West",2021-03-17,  717.1,  735.5,  745.6,  755.1,  773.2,inferred
"North West",2021-03-18,  709.0,  728.7,  738.3,  748.5,  767.3,inferred
"North West",2021-03-19,  700.0,  721.3,  731.3,  743.0,  764.8,inferred
"North West",2021-03-20,  690.4,  713.0,  724.7,  737.0,  760.6,inferred
"North West",2021-03-21,  676.6,  698.0,  709.5,  722.0,  743.5,inferred
"North West",2021-03-22,  657.5,  676.1,  686.7,  697.1,  716.8,inferred
"North West",2021-03-23,  635.4,  652.7,  662.1,  671.5,  688.6,inferred
"North West",2021-03-24,  614.3,  630.0,  639.1,  648.3,  664.9,inferred
"North West",2021-03-25,  591.9,  608.1,  617.6,  626.9,  643.9,inferred
"North West",2021-03-26,  569.0,  587.4,  597.0,  606.7,  624.1,inferred
"North West",2021-03-27,  546.7,  566.6,  576.7,  586.4,  605.2,inferred
"North West",2021-03-28,  519.8,  539.9,  549.9,  559.5,  579.8,inferred
"North West",2021-03-29,  486.9,  508.2,  518.1,  527.6,  547.3,inferred
"North West",2021-03-30,  454.6,  475.4,  486.6,  497.1,  517.1,inferred
"North West",2021-03-31,  419.8,  444.9,  457.7,  470.1,  493.4,inferred
"Midlands",2020-12-17, 3440.1, 3544.4, 3725.8, 3758.2, 4063.7,inferred
"Midlands",2020-12-18, 3476.6, 3750.7, 3963.4, 4015.0, 4138.4,inferred
"Midlands",2020-12-19, 3576.7, 3958.8, 4113.8, 4157.7, 4228.5,inferred
"Midlands",2020-12-20, 3744.2, 3854.4, 4184.6, 4251.2, 4328.1,inferred
"Midlands",2020-12-21, 3902.2, 4034.7, 4235.3, 4293.7, 4364.2,inferred
"Midlands",2020-12-22, 4053.1, 4221.4, 4300.3, 4343.7, 4398.2,inferred
"Midlands",2020-12-23, 4228.8, 4346.4, 4388.0, 4422.4, 4477.7,inferred
"Midlands",2020-12-24, 4370.6, 4450.9, 4498.1, 4551.8, 4654.9,inferred
"Midlands",2020-12-25, 4466.4, 4564.0, 4625.1, 4718.9, 4904.0,inferred
"Midlands",2020-12-26, 4598.8, 4709.6, 4788.2, 4902.8, 5196.3,inferred
"Midlands",2020-12-27, 4958.4, 5068.5, 5141.3, 5251.1, 5544.3,inferred
"Midlands",2020-12-28, 5533.8, 5622.2, 5678.5, 5750.5, 5953.0,inferred
"Midlands",2020-12-29, 6155.1, 6230.2, 6272.2, 6314.6, 6408.0,inferred
"Midlands",2020-12-30, 6720.5, 6812.9, 6862.0, 6906.3, 6985.4,inferred
"Midlands",2020-12-31, 7238.9, 7386.9, 7469.9, 7537.0, 7633.9,inferred
"Midlands",2021-01-01, 7775.0, 8003.4, 8128.4, 8206.9, 8340.7,inferred
"Midlands",2021-01-02, 8324.4, 8637.5, 8795.0, 8888.4, 9045.9,inferred
"Midlands",2021-01-03, 8614.9, 8895.9, 9038.5, 9134.5, 9289.3,inferred
"Midlands",2021-01-04, 8618.2, 8764.6, 8848.7, 8924.5, 9061.3,inferred
"Midlands",2021-01-05, 8401.5, 8502.4, 8559.0, 8616.8, 8724.4,inferred
"Midlands",2021-01-06, 8133.9, 8233.3, 8291.2, 8365.4, 8518.1,inferred
"Midlands",2021-01-07, 7915.3, 8022.8, 8083.8, 8177.8, 8349.7,inferred
"Midlands",2021-01-08, 7746.8, 7868.3, 7931.8, 8022.7, 8194.2,inferred
"Midlands",2021-01-09, 7616.0, 7746.0, 7815.9, 7894.7, 8048.3,inferred
"Midlands",2021-01-10, 7549.5, 7673.7, 7738.2, 7805.0, 7929.1,inferred
"Midlands",2021-01-11, 7536.3, 7637.1, 7688.8, 7742.7, 7838.5,inferred
"Midlands",2021-01-12, 7523.1, 7606.5, 7650.4, 7689.1, 7767.9,inferred
"Midlands",2021-01-13, 7474.7, 7564.9, 7606.6, 7648.0, 7728.8,inferred
"Midlands",2021-01-14, 7408.2, 7506.1, 7553.0, 7604.2, 7695.5,inferred
"Midlands",2021-01-15, 7317.4, 7438.7, 7501.2, 7559.3, 7665.1,inferred
"Midlands",2021-01-16, 7212.8, 7348.1, 7427.9, 7496.4, 7628.6,inferred
"Midlands",2021-01-17, 7012.1, 7136.6, 7212.1, 7277.9, 7402.3,inferred
"Midlands",2021-01-18, 6717.4, 6807.9, 6860.3, 6915.3, 7012.2,inferred
"Midlands",2021-01-19, 6362.5, 6438.1, 6482.2, 6525.3, 6604.8,inferred
"Midlands",2021-01-20, 6009.5, 6078.5, 6120.4, 6169.7, 6258.7,inferred
"Midlands",2021-01-21, 5684.0, 5763.4, 5810.6, 5863.8, 5964.7,inferred
"Midlands",2021-01-22, 5383.5, 5470.9, 5524.7, 5581.4, 5682.6,inferred
"Midlands",2021-01-23, 5108.5, 5206.6, 5262.1, 5319.2, 5417.7,inferred
"Midlands",2021-01-24, 4915.7, 5007.2, 5061.0, 5112.6, 5197.4,inferred
"Midlands",2021-01-25, 4801.2, 4877.2, 4917.7, 4959.8, 5027.6,inferred
"Midlands",2021-01-26, 4705.4, 4767.4, 4799.4, 4832.5, 4890.9,inferred
"Midlands",2021-01-27, 4590.9, 4652.6, 4684.9, 4715.6, 4771.2,inferred
"Midlands",2021-01-28, 4462.2, 4525.3, 4560.4, 4595.7, 4658.2,inferred
"Midlands",2021-01-29, 4329.1, 4392.7, 4432.7, 4471.7, 4544.5,inferred
"Midlands",2021-01-30, 4189.7, 4256.8, 4301.6, 4341.5, 4425.6,inferred
"Midlands",2021-01-31, 4044.4, 4109.1, 4152.2, 4191.8, 4273.5,inferred
"Midlands",2021-02-01, 3893.5, 3952.0, 3987.4, 4019.9, 4090.7,inferred
"Midlands",2021-02-02, 3743.0, 3794.6, 3823.8, 3852.8, 3910.0,inferred
"Midlands",2021-02-03, 3593.0, 3642.1, 3670.2, 3697.0, 3747.6,inferred
"Midlands",2021-02-04, 3450.2, 3503.4, 3531.9, 3558.9, 3607.0,inferred
"Midlands",2021-02-05, 3310.3, 3369.2, 3397.4, 3427.0, 3476.8,inferred
"Midlands",2021-02-06, 3174.3, 3239.3, 3269.4, 3300.1, 3354.2,inferred
"Midlands",2021-02-07, 3067.1, 3131.0, 3161.1, 3192.4, 3246.3,inferred
"Midlands",2021-02-08, 2995.8, 3045.6, 3073.6, 3100.3, 3150.9,inferred
"Midlands",2021-02-09, 2926.7, 2970.1, 2995.7, 3019.2, 3063.2,inferred
"Midlands",2021-02-10, 2856.9, 2897.2, 2920.8, 2944.4, 2988.5,inferred
"Midlands",2021-02-11, 2778.6, 2822.2, 2847.7, 2873.1, 2917.8,inferred
"Midlands",2021-02-12, 2698.3, 2747.7, 2775.8, 2803.2, 2854.0,inferred
"Midlands",2021-02-13, 2618.0, 2674.1, 2705.8, 2735.4, 2790.8,inferred
"Midlands",2021-02-14, 2554.2, 2607.8, 2637.2, 2665.7, 2718.6,inferred
"Midlands",2021-02-15, 2502.7, 2547.1, 2571.9, 2597.1, 2640.5,inferred
"Midlands",2021-02-16, 2448.0, 2487.6, 2508.3, 2530.2, 2569.1,inferred
"Midlands",2021-02-17, 2386.3, 2426.6, 2447.1, 2467.4, 2505.5,inferred
"Midlands",2021-02-18, 2324.4, 2363.4, 2386.4, 2407.7, 2449.9,inferred
"Midlands",2021-02-19, 2256.2, 2300.1, 2326.8, 2352.2, 2398.8,inferred
"Midlands",2021-02-20, 2184.7, 2235.2, 2264.9, 2293.2, 2344.3,inferred
"Midlands",2021-02-21, 2093.8, 2144.4, 2170.0, 2198.5, 2249.8,inferred
"Midlands",2021-02-22, 1986.2, 2027.2, 2048.0, 2069.0, 2112.4,inferred
"Midlands",2021-02-23, 1871.0, 1904.2, 1921.7, 1939.6, 1973.5,inferred
"Midlands",2021-02-24, 1754.4, 1784.7, 1801.6, 1819.6, 1851.9,inferred
"Midlands",2021-02-25, 1644.6, 1674.4, 1691.9, 1710.6, 1745.0,inferred
"Midlands",2021-02-26, 1541.5, 1573.9, 1592.4, 1611.2, 1648.0,inferred
"Midlands",2021-02-27, 1448.0, 1483.4, 1502.0, 1520.2, 1560.6,inferred
"Midlands",2021-02-28, 1380.8, 1413.8, 1431.3, 1449.0, 1486.0,inferred
"Midlands",2021-03-01, 1332.0, 1363.3, 1378.3, 1395.2, 1427.6,inferred
"Midlands",2021-03-02, 1291.3, 1319.4, 1333.3, 1348.5, 1375.9,inferred
"Midlands",2021-03-03, 1248.7, 1275.5, 1290.6, 1304.8, 1332.1,inferred
"Midlands",2021-03-04, 1205.5, 1233.9, 1248.6, 1263.3, 1290.6,inferred
"Midlands",2021-03-05, 1161.0, 1192.1, 1207.4, 1222.6, 1251.7,inferred
"Midlands",2021-03-06, 1119.2, 1151.1, 1168.9, 1184.5, 1214.7,inferred
"Midlands",2021-03-07, 1099.5, 1128.7, 1145.7, 1161.3, 1190.9,inferred
"Midlands",2021-03-08, 1095.7, 1123.2, 1137.6, 1152.5, 1177.6,inferred
"Midlands",2021-03-09, 1095.7, 1122.3, 1135.2, 1148.0, 1172.0,inferred
"Midlands",2021-03-10, 1093.4, 1118.8, 1131.0, 1144.5, 1168.1,inferred
