area,Date,C_025,C_25,C_50,C_75,C_975,provenance
"Scotland",2020-12-30, 1657.9, 1700.8, 1726.4, 1748.8, 1792.9,inferred
"Scotland",2020-12-31, 1823.7, 1868.1, 1894.1, 1919.8, 1969.2,inferred
"Scotland",2021-01-01, 1977.6, 2034.5, 2064.0, 2094.5, 2154.7,inferred
"Scotland",2021-01-02, 2132.6, 2203.7, 2240.9, 2277.2, 2352.9,inferred
"Scotland",2021-01-03, 2279.5, 2361.8, 2403.0, 2446.2, 2526.6,inferred
"Scotland",2021-01-04, 2343.3, 2420.3, 2461.8, 2501.0, 2588.0,inferred
"Scotland",2021-01-05, 2295.4, 2361.2, 2396.2, 2437.1, 2510.5,inferred
"Scotland",2021-01-06, 2203.1, 2258.8, 2289.2, 2319.4, 2382.8,inferred
"Scotland",2021-01-07, 2120.7, 2168.9, 2194.5, 2221.7, 2279.2,inferred
"Scotland",2021-01-08, 2051.0, 2102.6, 2129.7, 2158.3, 2212.8,inferred
"Scotland",2021-01-09, 2000.3, 2056.8, 2087.6, 2117.3, 2176.5,inferred
"Scotland",2021-01-10, 1958.0, 2019.4, 2053.8, 2086.2, 2151.2,inferred
"Scotland",2021-01-11, 1909.1, 1970.5, 2005.1, 2038.8, 2097.4,inferred
"Scotland",2021-01-12, 1857.2, 1905.0, 1932.4, 1962.0, 2014.9,inferred
"Scotland",2021-01-13, 1790.3, 1832.1, 1855.2, 1879.6, 1924.6,inferred
"Scotland",2021-01-14, 1719.6, 1763.4, 1785.4, 1809.6, 1854.5,inferred
"Scotland",2021-01-15, 1654.9, 1700.6, 1725.7, 1750.3, 1796.0,inferred
"Scotland",2021-01-16, 1594.8, 1643.2, 1671.4, 1697.8, 1751.1,inferred
"Scotland",2021-01-17, 1537.9, 1588.8, 1618.4, 1647.4, 1707.5,inferred
"Scotland",2021-01-18, 1483.7, 1534.9, 1562.0, 1590.3, 1648.5,inferred
"Scotland",2021-01-19, 1433.4, 1478.1, 1501.9, 1525.8, 1574.5,inferred
"Scotland",2021-01-20, 1383.4, 1421.5, 1441.4, 1461.6, 1502.0,inferred
"Scotland",2021-01-21, 1328.0, 1365.4, 1384.6, 1404.6, 1442.1,inferred
"Scotland",2021-01-22, 1272.6, 1310.9, 1332.2, 1352.7, 1392.2,inferred
"Scotland",2021-01-23, 1214.9, 1259.3, 1282.6, 1305.6, 1347.8,inferred
"Scotland",2021-01-24, 1163.9, 1210.6, 1237.3, 1259.7, 1304.6,inferred
"Scotland",2021-01-25, 1126.3, 1171.5, 1194.9, 1217.4, 1260.9,inferred
"Scotland",2021-01-26, 1102.5, 1140.6, 1160.3, 1180.2, 1218.5,inferred
"Scotland",2021-01-27, 1077.4, 1110.4, 1128.5, 1146.5, 1181.1,inferred
"Scotland",2021-01-28, 1047.7, 1080.9, 1097.5, 1115.0, 1147.4,inferred
"Scotland",2021-01-29, 1011.3, 1048.8, 1067.3, 1085.2, 1119.6,inferred
"Scotland",2021-01-30,  974.5, 1017.1, 1036.9, 1055.8, 1093.8,inferred
"Scotland",2021-01-31,  943.6,  986.0, 1007.2, 1027.5, 1069.0,inferred
"Scotland",2021-02-01,  920.1,  959.5,  980.5,  999.3, 1040.4,inferred
"Scotland",2021-02-02,  902.8,  938.3,  956.8,  973.5, 1007.9,inferred
"Scotland",2021-02-03,  888.7,  918.0,  934.5,  949.8,  979.5,inferred
"Scotland",2021-02-04,  868.2,  896.6,  912.5,  927.9,  960.3,inferred
"Scotland",2021-02-05,  841.4,  874.2,  891.0,  908.7,  942.5,inferred
"Scotland",2021-02-06,  814.2,  852.0,  870.4,  889.7,  925.6,inferred
"Scotland",2021-02-07,  791.5,  832.2,  851.7,  872.9,  911.7,inferred
"Scotland",2021-02-08,  783.4,  821.4,  840.9,  861.3,  898.3,inferred
"Scotland",2021-02-09,  790.0,  820.5,  837.0,  854.7,  889.8,inferred
"Scotland",2021-02-10,  794.6,  822.4,  837.2,  851.5,  881.7,inferred
"Scotland",2021-02-11,  793.2,  821.7,  836.4,  851.0,  880.0,inferred
"Scotland",2021-02-12,  788.2,  818.3,  834.5,  850.8,  880.8,inferred
"Scotland",2021-02-13,  780.6,  814.1,  832.3,  850.0,  884.1,inferred
"Scotland",2021-02-14,  771.6,  808.7,  828.4,  848.5,  885.0,inferred
"Scotland",2021-02-15,  766.0,  803.8,  822.5,  842.7,  877.7,inferred
"Scotland",2021-02-16,  765.1,  799.0,  814.8,  832.5,  864.0,inferred
"Scotland",2021-02-17,  763.6,  792.8,  807.2,  823.2,  853.0,inferred
"Scotland",2021-02-18,  759.5,  785.6,  800.8,  815.5,  847.0,inferred
"Scotland",2021-02-19,  749.0,  778.1,  795.2,  811.5,  843.4,inferred
"Scotland",2021-02-20,  736.8,  771.5,  790.2,  808.4,  843.3,inferred
"Scotland",2021-02-21,  725.2,  761.6,  782.5,  801.7,  840.1,inferred
"Scotland",2021-02-22,  704.8,  743.4,  762.3,  781.3,  820.4,inferred
"Scotland",2021-02-23,  678.7,  712.6,  729.2,  745.6,  779.8,inferred
"Scotland",2021-02-24,  648.7,  677.3,  691.5,  705.9,  733.5,inferred
"Scotland",2021-02-25,  617.3,  643.5,  656.4,  669.7,  697.7,inferred
"Scotland",2021-02-26,  587.0,  612.7,  625.9,  640.2,  668.2,inferred
"Scotland",2021-02-27,  559.7,  585.7,  599.9,  615.3,  645.7,inferred
"Scotland",2021-02-28,  535.7,  562.9,  578.6,  594.7,  626.5,inferred
"Scotland",2021-03-01,  523.3,  548.4,  564.3,  579.9,  609.6,inferred
"Scotland",2021-03-02,  520.1,  543.7,  557.0,  570.0,  596.9,inferred
"Scotland",2021-03-03,  518.5,  540.9,  552.0,  563.9,  588.2,inferred
"Scotland",2021-03-04,  513.4,  535.4,  547.5,  558.9,  581.9,inferred
"Scotland",2021-03-05,  503.4,  528.0,  541.9,  554.4,  577.3,inferred
"Scotland",2021-03-06,  494.1,  520.2,  534.9,  549.4,  574.7,inferred
"Scotland",2021-03-07,  487.8,  514.0,  529.4,  545.7,  573.9,inferred
"Scotland",2021-03-08,  491.7,  516.9,  531.5,  547.7,  574.9,inferred
"Scotland",2021-03-09,  505.7,  528.9,  542.5,  556.8,  580.6,inferred
"Scotland",2021-03-10,  520.2,  543.4,  556.0,  568.4,  591.4,inferred
"Scotland",2021-03-11,  530.9,  555.1,  567.1,  579.8,  604.4,inferred
"Scotland",2021-03-12,  538.3,  563.6,  577.1,  591.5,  616.4,inferred
"Scotland",2021-03-13,  541.3,  569.8,  585.5,  601.6,  629.0,inferred
"Scotland",2021-03-14,  542.5,  573.6,  591.2,  609.2,  638.4,inferred
"Scotland",2021-03-15,  541.8,  572.9,  590.8,  608.5,  636.0,inferred
"Scotland",2021-03-16,  539.0,  566.1,  581.3,  597.1,  623.7,inferred
"Scotland",2021-03-17,  534.1,  556.9,  570.2,  582.6,  606.2,inferred
"Scotland",2021-03-18,  525.6,  548.0,  559.6,  571.9,  594.1,inferred
"Scotland",2021-03-19,  515.9,  539.3,  551.6,  564.1,  587.7,inferred
"Scotland",2021-03-20,  507.4,  531.6,  545.2,  558.7,  585.4,inferred
"Scotland",2021-03-21,  497.7,  524.4,  539.2,  554.3,  583.1,inferred
"Scotland",2021-03-22,  490.7,  517.6,  532.2,  547.1,  575.4,inferred
"Scotland",2021-03-23,  485.7,  510.5,  523.2,  536.4,  561.1,inferred
"Scotland",2021-03-24,  480.2,  502.6,  514.0,  526.1,  548.2,inferred
"Scotland",2021-03-25,  471.7,  494.4,  505.2,  516.9,  540.1,inferred
"Scotland",2021-03-26,  461.9,  486.5,  497.9,  510.0,  535.9,inferred
"Scotland",2021-03-27,  451.9,  478.7,  490.9,  504.8,  533.2,inferred
"Scotland",2021-03-28,  443.6,  470.3,  485.1,  499.6,  530.0,inferred
"Scotland",2021-03-29,  436.1,  464.7,  479.6,  495.3,  526.9,inferred
"Scotland",2021-03-30,  427.0,  458.8,  476.3,  494.0,  528.1,inferred
"Scotland",2021-03-31,  414.4,  452.3,  474.2,  496.0,  536.6,inferred
"Wales",2020-12-17, 2535.3, 2607.7, 2625.5, 2654.5, 2786.4,inferred
"Wales",2020-12-18, 2465.9, 2477.7, 2513.2, 2548.4, 2605.5,inferred
"Wales",2020-12-19, 2416.9, 2432.8, 2457.8, 2471.0, 2505.5,inferred
"Wales",2020-12-20, 2402.6, 2421.0, 2430.8, 2448.2, 2477.8,inferred
"Wales",2020-12-21, 2337.2, 2385.3, 2393.0, 2401.2, 2424.9,inferred
"Wales",2020-12-22, 2234.0, 2283.9, 2301.3, 2319.5, 2353.3,inferred
"Wales",2020-12-23, 2133.6, 2172.2, 2193.0, 2217.3, 2261.6,inferred
"Wales",2020-12-24, 2041.4, 2078.4, 2102.3, 2127.4, 2177.9,inferred
"Wales",2020-12-25, 1969.0, 2013.1, 2037.4, 2062.3, 2114.6,inferred
"Wales",2020-12-26, 1920.9, 1971.7, 1995.4, 2019.7, 2070.7,inferred
"Wales",2020-12-27, 1889.1, 1943.5, 1968.0, 1993.5, 2044.1,inferred
"Wales",2020-12-28, 1888.6, 1935.8, 1957.8, 1980.9, 2026.6,inferred
"Wales",2020-12-29, 1904.5, 1941.7, 1960.2, 1980.0, 2016.9,inferred
"Wales",2020-12-30, 1912.7, 1945.6, 1963.1, 1979.2, 2012.8,inferred
"Wales",2020-12-31, 1905.9, 1940.2, 1958.6, 1976.5, 2008.2,inferred
"Wales",2021-01-01, 1893.5, 1931.3, 1952.0, 1970.5, 2005.6,inferred
"Wales",2021-01-02, 1880.7, 1924.1, 1945.8, 1967.4, 2011.7,inferred
"Wales",2021-01-03, 1863.8, 1909.4, 1933.7, 1958.1, 2003.2,inferred
"Wales",2021-01-04, 1818.3, 1861.7, 1885.5, 1908.0, 1948.6,inferred
"Wales",2021-01-05, 1742.6, 1777.8, 1797.0, 1816.5, 1849.4,inferred
"Wales",2021-01-06, 1650.0, 1681.1, 1697.1, 1713.2, 1744.0,inferred
"Wales",2021-01-07, 1562.2, 1591.4, 1606.9, 1622.6, 1652.3,inferred
"Wales",2021-01-08, 1483.1, 1513.7, 1529.6, 1546.6, 1577.1,inferred
"Wales",2021-01-09, 1413.1, 1446.9, 1463.3, 1481.0, 1512.7,inferred
"Wales",2021-01-10, 1354.6, 1388.1, 1405.0, 1423.0, 1454.7,inferred
"Wales",2021-01-11, 1299.0, 1330.3, 1347.4, 1363.2, 1392.8,inferred
"Wales",2021-01-12, 1245.1, 1273.5, 1286.6, 1301.0, 1329.2,inferred
"Wales",2021-01-13, 1191.4, 1215.9, 1227.8, 1241.3, 1266.1,inferred
"Wales",2021-01-14, 1137.0, 1159.8, 1172.6, 1185.7, 1210.7,inferred
"Wales",2021-01-15, 1082.9, 1105.9, 1119.6, 1133.1, 1158.2,inferred
"Wales",2021-01-16, 1031.2, 1054.8, 1068.3, 1083.0, 1109.6,inferred
"Wales",2021-01-17,  977.9, 1005.3, 1018.5, 1033.3, 1062.7,inferred
"Wales",2021-01-18,  926.2,  951.6,  965.1,  979.0, 1007.6,inferred
"Wales",2021-01-19,  872.5,  895.7,  907.8,  919.7,  943.2,inferred
"Wales",2021-01-20,  818.4,  840.2,  850.3,  861.3,  881.3,inferred
"Wales",2021-01-21,  766.9,  787.5,  797.4,  807.9,  827.4,inferred
"Wales",2021-01-22,  719.0,  738.4,  749.1,  759.7,  780.7,inferred
"Wales",2021-01-23,  672.5,  694.3,  704.9,  716.1,  736.2,inferred
"Wales",2021-01-24,  633.2,  655.1,  666.5,  677.6,  698.0,inferred
"Wales",2021-01-25,  605.0,  626.7,  638.0,  648.6,  667.8,inferred
"Wales",2021-01-26,  589.8,  609.1,  618.2,  627.6,  643.9,inferred
"Wales",2021-01-27,  576.7,  593.5,  602.6,  610.7,  627.3,inferred
"Wales",2021-01-28,  561.6,  577.2,  586.1,  594.0,  610.0,inferred
"Wales",2021-01-29,  543.3,  558.6,  567.5,  576.4,  592.1,inferred
"Wales",2021-01-30,  521.8,  538.6,  547.8,  557.1,  572.7,inferred
"Wales",2021-01-31,  501.9,  518.3,  528.2,  537.6,  553.9,inferred
"Wales",2021-02-01,  485.0,  501.0,  509.9,  518.8,  534.2,inferred
"Wales",2021-02-02,  472.0,  486.3,  494.5,  502.2,  516.6,inferred
"Wales",2021-02-03,  459.4,  472.8,  480.1,  487.1,  502.0,inferred
"Wales",2021-02-04,  445.0,  459.2,  466.1,  473.0,  488.5,inferred
"Wales",2021-02-05,  429.6,  444.2,  451.3,  458.5,  474.2,inferred
"Wales",2021-02-06,  413.3,  428.3,  435.6,  443.5,  460.0,inferred
"Wales",2021-02-07,  398.1,  413.3,  421.0,  429.0,  446.3,inferred
"Wales",2021-02-08,  386.5,  400.8,  408.5,  416.7,  433.7,inferred
"Wales",2021-02-09,  378.7,  391.6,  398.8,  406.3,  422.9,inferred
"Wales",2021-02-10,  371.3,  384.3,  391.0,  397.7,  411.6,inferred
"Wales",2021-02-11,  363.9,  376.3,  382.9,  389.5,  403.1,inferred
"Wales",2021-02-12,  355.3,  367.9,  374.5,  381.1,  395.6,inferred
"Wales",2021-02-13,  346.1,  358.5,  365.8,  372.2,  387.1,inferred
"Wales",2021-02-14,  337.0,  349.1,  356.9,  363.6,  378.2,inferred
"Wales",2021-02-15,  328.0,  340.0,  347.3,  354.1,  368.4,inferred
"Wales",2021-02-16,  319.2,  330.7,  337.0,  343.2,  356.0,inferred
"Wales",2021-02-17,  309.7,  321.1,  326.7,  332.4,  343.7,inferred
"Wales",2021-02-18,  300.3,  311.0,  316.7,  322.4,  333.7,inferred
"Wales",2021-02-19,  290.9,  301.3,  306.9,  313.2,  324.6,inferred
"Wales",2021-02-20,  280.7,  291.4,  297.3,  304.0,  315.8,inferred
"Wales",2021-02-21,  270.5,  281.2,  287.6,  294.2,  306.6,inferred
"Wales",2021-02-22,  259.6,  270.8,  277.2,  283.1,  295.8,inferred
"Wales",2021-02-23,  249.4,  260.5,  266.3,  271.1,  282.9,inferred
"Wales",2021-02-24,  239.6,  250.5,  255.6,  260.8,  270.8,inferred
"Wales",2021-02-25,  231.2,  240.7,  246.0,  251.1,  260.7,inferred
"Wales",2021-02-26,  222.1,  231.9,  237.0,  242.2,  252.2,inferred
"Wales",2021-02-27,  214.2,  223.6,  228.7,  234.2,  244.4,inferred
"Wales",2021-02-28,  206.5,  216.4,  221.2,  226.8,  237.1,inferred
"Wales",2021-03-01,  201.0,  210.6,  215.5,  220.9,  230.9,inferred
"Wales",2021-03-02,  198.0,  207.0,  211.6,  216.6,  226.1,inferred
"Wales",2021-03-03,  195.8,  204.2,  208.7,  213.3,  222.2,inferred
"Wales",2021-03-04,  192.6,  201.2,  205.7,  210.2,  219.8,inferred
"Wales",2021-03-05,  189.6,  198.0,  202.7,  207.4,  217.4,inferred
"Wales",2021-03-06,  186.2,  194.8,  199.5,  204.4,  214.9,inferred
"Wales",2021-03-07,  182.8,  191.7,  196.5,  201.6,  212.3,inferred
"Wales",2021-03-08,  180.7,  189.5,  194.6,  199.6,  209.2,inferred
"Wales",2021-03-09,  180.0,  189.0,  194.0,  198.4,  207.8,inferred
"Wales",2021-03-10,  180.5,  189.3,  193.9,  198.4,  206.9,inferred
"Wales",2021-03-11,  180.4,  189.4,  194.1,  198.3,  206.9,inferred
"Wales",2021-03-12,  179.5,  188.7,  193.4,  197.8,  206.4,inferred
"Wales",2021-03-13,  177.2,  186.8,  191.9,  196.6,  205.7,inferred
"Wales",2021-03-14,  174.7,  184.1,  189.6,  194.5,  203.6,inferred
"Wales",2021-03-15,  171.8,  181.2,  186.4,  191.4,  200.7,inferred
"Wales",2021-03-16,  169.8,  178.5,  183.4,  187.8,  196.3,inferred
"Wales",2021-03-17,  167.7,  175.8,  180.4,  184.6,  192.9,inferred
"Wales",2021-03-18,  165.4,  173.6,  177.9,  182.3,  190.4,inferred
"Wales",2021-03-19,  162.7,  170.9,  175.4,  179.8,  188.1,inferred
"Wales",2021-03-20,  159.9,  168.3,  172.7,  177.4,  185.9,inferred
"Wales",2021-03-21,  156.6,  165.2,  169.8,  174.1,  183.2,inferred
"Wales",2021-03-22,  153.2,  161.1,  165.6,  169.9,  178.9,inferred
"Wales",2021-03-23,  148.7,  156.2,  160.3,  164.6,  173.7,inferred
"Wales",2021-03-24,  143.7,  150.8,  154.8,  158.9,  167.2,inferred
"Wales",2021-03-25,  138.5,  145.3,  149.5,  153.8,  161.9,inferred
"Wales",2021-03-26,  132.2,  139.6,  144.0,  148.4,  156.8,inferred
"Wales",2021-03-27,  126.6,  134.0,  138.5,  143.3,  151.5,inferred
"Wales",2021-03-28,  121.1,  128.8,  133.5,  138.3,  146.2,inferred
"Wales",2021-03-29,  116.0,  123.9,  129.0,  133.6,  142.1,inferred
"Wales",2021-03-30,  111.0,  119.7,  124.7,  129.6,  138.9,inferred
"Wales",2021-03-31,  106.9,  116.1,  121.1,  126.6,  136.5,inferred
