area,Date,C_025,C_25,C_50,C_75,C_975,provenance
"Midlands",2021-02-03, 3591.2, 3660.6, 3693.9, 3730.6, 3797.2,inferred
"Midlands",2021-02-04, 3465.1, 3534.1, 3566.3, 3603.5, 3669.6,inferred
"Midlands",2021-02-05, 3343.5, 3405.6, 3437.4, 3467.9, 3530.9,inferred
"Midlands",2021-02-06, 3224.2, 3281.5, 3307.5, 3332.9, 3387.8,inferred
"Midlands",2021-02-07, 3109.8, 3158.3, 3179.9, 3203.5, 3250.6,inferred
"Midlands",2021-02-08, 2989.5, 3037.8, 3058.9, 3085.1, 3125.8,inferred
"Midlands",2021-02-09, 2874.0, 2922.3, 2946.7, 2972.7, 3017.1,inferred
"Midlands",2021-02-10, 2768.8, 2818.0, 2847.3, 2874.6, 2919.1,inferred
"Midlands",2021-02-11, 2693.8, 2741.9, 2769.3, 2795.7, 2848.2,inferred
"Midlands",2021-02-12, 2647.8, 2691.9, 2716.6, 2740.6, 2788.7,inferred
"Midlands",2021-02-13, 2616.0, 2658.3, 2678.5, 2701.1, 2744.8,inferred
"Midlands",2021-02-14, 2583.4, 2625.5, 2647.0, 2667.7, 2709.1,inferred
"Midlands",2021-02-15, 2550.4, 2592.2, 2614.5, 2635.9, 2677.9,inferred
"Midlands",2021-02-16, 2511.3, 2554.8, 2578.9, 2601.7, 2645.8,inferred
"Midlands",2021-02-17, 2459.4, 2506.5, 2533.5, 2559.4, 2606.3,inferred
"Midlands",2021-02-18, 2390.7, 2438.8, 2465.4, 2492.3, 2541.8,inferred
"Midlands",2021-02-19, 2301.8, 2345.8, 2370.2, 2395.6, 2444.6,inferred
"Midlands",2021-02-20, 2197.8, 2237.4, 2259.4, 2282.4, 2326.2,inferred
"Midlands",2021-02-21, 2087.8, 2124.3, 2146.3, 2166.0, 2201.8,inferred
"Midlands",2021-02-22, 1979.2, 2014.3, 2036.8, 2055.2, 2095.7,inferred
"Midlands",2021-02-23, 1875.9, 1914.6, 1935.5, 1956.3, 1995.5,inferred
"Midlands",2021-02-24, 1776.2, 1819.2, 1842.0, 1864.9, 1910.8,inferred
"Midlands",2021-02-25, 1682.5, 1729.5, 1753.3, 1776.5, 1824.9,inferred
"Midlands",2021-02-26, 1595.6, 1642.4, 1666.4, 1693.5, 1744.7,inferred
"Midlands",2021-02-27, 1504.7, 1555.5, 1582.7, 1614.3, 1676.4,inferred
"South West",2020-11-15, 1422.4, 1422.4, 1422.4, 1422.4, 1422.4,inferred
"South West",2020-11-16, 1363.6, 1363.6, 1363.6, 1363.6, 1363.6,inferred
"South West",2020-11-17, 1283.9, 1283.9, 1283.9, 1283.9, 1284.0,inferred
"South West",2020-11-18, 1186.8, 1187.4, 1187.8, 1188.2, 1188.9,inferred
"South West",2020-11-19, 1085.9, 1088.8, 1090.4, 1092.2, 1095.1,inferred
"South West",2020-11-20,  994.8, 1001.3, 1005.2, 1009.0, 1015.3,inferred
"South West",2020-11-21,  919.0,  929.8,  936.0,  942.3,  953.6,inferred
"South West",2020-11-22,  857.1,  872.1,  880.0,  888.3,  904.0,inferred
"South West",2020-11-23,  804.7,  824.3,  834.0,  843.1,  862.7,inferred
"South West",2020-11-24,  757.9,  781.7,  793.0,  803.2,  825.7,inferred
"South West",2020-11-25,  719.9,  745.0,  756.7,  768.3,  792.2,inferred
"South West",2020-11-26,  691.9,  717.5,  728.5,  741.0,  763.2,inferred
"South West",2020-11-27,  675.2,  699.9,  709.3,  720.8,  742.7,inferred
"South West",2020-11-28,  666.9,  687.8,  697.0,  707.4,  725.6,inferred
"South West",2020-11-29,  660.5,  677.1,  686.3,  696.2,  711.8,inferred
"South West",2020-11-30,  650.5,  665.5,  675.3,  684.7,  701.9,inferred
"South West",2020-12-01,  636.6,  652.9,  663.2,  673.3,  691.0,inferred
"South West",2020-12-02,  624.8,  642.5,  653.0,  664.3,  683.2,inferred
"South West",2020-12-03,  622.6,  642.5,  652.8,  664.3,  683.3,inferred
"South West",2020-12-04,  635.7,  655.0,  665.1,  675.2,  694.1,inferred
"South West",2020-12-05,  659.0,  676.3,  685.8,  694.3,  713.0,inferred
"South West",2020-12-06,  682.8,  700.3,  709.6,  717.9,  735.4,inferred
"South West",2020-12-07,  704.5,  724.0,  732.5,  742.4,  760.7,inferred
"South West",2020-12-08,  724.4,  745.3,  754.8,  766.4,  787.0,inferred
"South West",2020-12-09,  745.1,  767.6,  779.8,  791.7,  814.7,inferred
"South West",2020-12-10,  777.0,  798.9,  811.4,  824.0,  849.0,inferred
"South West",2020-12-11,  819.9,  841.6,  853.4,  865.7,  889.9,inferred
"South West",2020-12-12,  874.4,  892.8,  904.7,  916.0,  937.5,inferred
"South West",2020-12-13,  928.8,  948.5,  960.2,  970.5,  992.2,inferred
"South West",2020-12-14,  984.7, 1005.7, 1018.2, 1028.8, 1054.2,inferred
"South West",2020-12-15, 1038.5, 1063.1, 1076.4, 1089.8, 1118.7,inferred
"South West",2020-12-16, 1092.6, 1119.6, 1134.8, 1150.5, 1184.0,inferred
"South West",2020-12-17, 1143.2, 1171.9, 1188.6, 1204.3, 1242.6,inferred
"South West",2020-12-18, 1189.9, 1219.1, 1234.9, 1249.7, 1287.3,inferred
"South West",2020-12-19, 1235.3, 1262.6, 1275.8, 1291.0, 1321.4,inferred
"South West",2020-12-20, 1277.4, 1304.1, 1316.8, 1331.0, 1359.5,inferred
"South West",2020-12-21, 1318.1, 1346.7, 1360.0, 1373.8, 1403.2,inferred
"South West",2020-12-22, 1358.4, 1391.3, 1407.3, 1421.0, 1450.9,inferred
"South West",2020-12-23, 1411.9, 1449.0, 1466.4, 1483.2, 1518.3,inferred
"South West",2020-12-24, 1505.0, 1541.5, 1561.4, 1579.3, 1615.4,inferred
"South West",2020-12-25, 1646.9, 1681.0, 1700.5, 1719.0, 1755.5,inferred
"South West",2020-12-26, 1828.5, 1860.4, 1877.9, 1895.2, 1927.6,inferred
"South West",2020-12-27, 2032.1, 2063.4, 2080.3, 2098.9, 2133.4,inferred
"South West",2020-12-28, 2243.5, 2280.6, 2297.7, 2317.9, 2358.8,inferred
"South West",2020-12-29, 2463.2, 2506.0, 2530.2, 2551.7, 2597.5,inferred
"South West",2020-12-30, 2673.9, 2723.2, 2752.1, 2778.7, 2835.9,inferred
"South West",2020-12-31, 2833.9, 2887.7, 2918.7, 2948.4, 3010.1,inferred
"South West",2021-01-01, 2926.1, 2978.5, 3007.5, 3038.6, 3097.0,inferred
"South West",2021-01-02, 2968.3, 3016.0, 3041.8, 3069.4, 3119.0,inferred
"South West",2021-01-03, 2987.1, 3031.6, 3055.1, 3079.6, 3123.1,inferred
"South West",2021-01-04, 3003.4, 3049.5, 3073.0, 3096.5, 3139.3,inferred
"South West",2021-01-05, 3029.4, 3081.0, 3105.4, 3130.0, 3180.6,inferred
"South West",2021-01-06, 3052.7, 3112.5, 3140.1, 3168.1, 3225.9,inferred
"South West",2021-01-07, 3051.7, 3113.3, 3142.9, 3171.6, 3230.7,inferred
"South West",2021-01-08, 3011.0, 3070.2, 3097.2, 3123.2, 3179.7,inferred
"South West",2021-01-09, 2938.5, 2993.0, 3015.3, 3038.9, 3086.6,inferred
"South West",2021-01-10, 2853.2, 2901.0, 2922.6, 2942.6, 2984.8,inferred
"South West",2021-01-11, 2760.3, 2811.2, 2834.8, 2853.6, 2895.4,inferred
"South West",2021-01-12, 2679.8, 2731.7, 2757.0, 2780.7, 2827.2,inferred
"South West",2021-01-13, 2605.3, 2659.2, 2686.2, 2712.7, 2762.0,inferred
"South West",2021-01-14, 2525.9, 2577.6, 2605.7, 2632.6, 2687.3,inferred
"South West",2021-01-15, 2434.4, 2481.5, 2507.0, 2531.0, 2583.6,inferred
"South West",2021-01-16, 2333.0, 2373.4, 2395.6, 2415.3, 2457.6,inferred
"South West",2021-01-17, 2228.3, 2262.7, 2284.2, 2299.3, 2338.0,inferred
"South West",2021-01-18, 2121.6, 2154.8, 2175.5, 2192.9, 2230.2,inferred
"South West",2021-01-19, 2019.6, 2055.1, 2074.3, 2095.4, 2136.1,inferred
"South West",2021-01-20, 1922.3, 1961.7, 1983.1, 2005.2, 2049.3,inferred
"South West",2021-01-21, 1834.0, 1871.9, 1894.9, 1916.1, 1959.4,inferred
"South West",2021-01-22, 1750.1, 1786.5, 1807.6, 1825.7, 1868.2,inferred
"South West",2021-01-23, 1671.9, 1703.4, 1722.2, 1738.3, 1775.9,inferred
"South West",2021-01-24, 1594.5, 1624.5, 1639.0, 1654.8, 1684.7,inferred
"South West",2021-01-25, 1518.4, 1546.5, 1564.3, 1577.6, 1607.0,inferred
"South West",2021-01-26, 1443.2, 1475.7, 1492.3, 1508.6, 1540.0,inferred
"South West",2021-01-27, 1376.2, 1409.4, 1426.4, 1444.2, 1474.8,inferred
"South West",2021-01-28, 1313.6, 1346.3, 1364.7, 1380.8, 1409.7,inferred
"South West",2021-01-29, 1257.7, 1286.4, 1304.0, 1317.8, 1345.6,inferred
"South West",2021-01-30, 1201.9, 1228.4, 1242.8, 1256.9, 1279.4,inferred
"South West",2021-01-31, 1145.8, 1172.0, 1184.8, 1198.2, 1220.0,inferred
"South West",2021-02-01, 1093.8, 1117.8, 1130.5, 1143.4, 1167.0,inferred
"South West",2021-02-02, 1041.6, 1066.0, 1080.2, 1093.0, 1118.1,inferred
"South West",2021-02-03,  991.4, 1017.9, 1032.8, 1046.4, 1073.2,inferred
"South West",2021-02-04,  946.9,  973.2,  987.1, 1001.8, 1028.3,inferred
"South West",2021-02-05,  907.5,  930.7,  944.1,  958.0,  983.7,inferred
"South West",2021-02-06,  869.8,  890.2,  903.0,  914.5,  937.4,inferred
"South West",2021-02-07,  832.0,  852.1,  862.9,  874.5,  895.9,inferred
"South West",2021-02-08,  792.0,  815.6,  825.9,  837.2,  859.4,inferred
"South West",2021-02-09,  755.3,  779.9,  790.6,  802.0,  825.0,inferred
"South West",2021-02-10,  720.3,  746.0,  757.3,  768.8,  791.4,inferred
"South West",2021-02-11,  689.0,  713.6,  725.1,  736.1,  759.5,inferred
"South West",2021-02-12,  661.3,  683.8,  694.5,  704.3,  726.8,inferred
"South West",2021-02-13,  635.9,  655.2,  664.7,  673.8,  694.5,inferred
"South West",2021-02-14,  611.2,  627.0,  636.0,  645.5,  662.7,inferred
"South West",2021-02-15,  585.0,  600.5,  610.2,  619.9,  636.4,inferred
"South West",2021-02-16,  559.6,  576.0,  585.5,  595.9,  612.8,inferred
"South West",2021-02-17,  534.0,  551.9,  562.1,  573.0,  591.5,inferred
"South West",2021-02-18,  509.6,  528.0,  538.2,  548.3,  567.7,inferred
"South West",2021-02-19,  486.1,  502.6,  512.1,  522.0,  540.4,inferred
"South West",2021-02-20,  462.0,  476.7,  485.3,  494.2,  511.1,inferred
"South West",2021-02-21,  437.4,  450.7,  458.4,  467.0,  483.5,inferred
"South West",2021-02-22,  410.8,  425.3,  433.3,  442.1,  459.4,inferred
"South West",2021-02-23,  386.3,  401.6,  409.9,  419.5,  437.2,inferred
"South West",2021-02-24,  364.1,  380.0,  389.7,  399.0,  418.2,inferred
"South West",2021-02-25,  344.5,  360.5,  371.0,  380.7,  400.6,inferred
"South West",2021-02-26,  326.3,  343.8,  354.5,  364.8,  384.9,inferred
"South West",2021-02-27,  307.5,  327.5,  339.4,  350.7,  373.0,inferred
"East of England",2020-11-15, 1273.7, 1273.7, 1273.7, 1273.7, 1273.7,inferred
"East of England",2020-11-16, 1267.6, 1267.6, 1267.6, 1267.6, 1267.6,inferred
"East of England",2020-11-17, 1245.9, 1246.0, 1246.0, 1246.0, 1246.0,inferred
"East of England",2020-11-18, 1203.4, 1204.2, 1204.7, 1205.1, 1205.9,inferred
"East of England",2020-11-19, 1152.6, 1156.2, 1158.3, 1160.2, 1164.1,inferred
"East of England",2020-11-20, 1109.7, 1117.9, 1122.3, 1126.6, 1135.1,inferred
"East of England",2020-11-21, 1080.0, 1093.8, 1100.7, 1107.6, 1120.7,inferred
"East of England",2020-11-22, 1060.9, 1079.6, 1089.0, 1098.6, 1115.9,inferred
"East of England",2020-11-23, 1049.3, 1070.6, 1082.3, 1094.2, 1114.1,inferred
"East of England",2020-11-24, 1038.0, 1064.0, 1076.8, 1091.4, 1113.9,inferred
"East of England",2020-11-25, 1031.9, 1060.8, 1074.2, 1090.5, 1115.8,inferred
"East of England",2020-11-26, 1039.9, 1069.5, 1084.7, 1101.5, 1127.0,inferred
"East of England",2020-11-27, 1065.7, 1094.2, 1109.1, 1125.2, 1150.7,inferred
"East of England",2020-11-28, 1101.4, 1129.0, 1143.7, 1158.0, 1183.6,inferred
"East of England",2020-11-29, 1139.7, 1167.8, 1182.3, 1195.6, 1220.7,inferred
"East of England",2020-11-30, 1176.6, 1204.9, 1219.8, 1233.6, 1260.5,inferred
"East of England",2020-12-01, 1209.3, 1240.5, 1255.4, 1270.9, 1301.2,inferred
"East of England",2020-12-02, 1247.3, 1280.7, 1298.0, 1315.1, 1347.7,inferred
"East of England",2020-12-03, 1310.6, 1345.0, 1363.6, 1381.3, 1416.6,inferred
"East of England",2020-12-04, 1406.5, 1442.5, 1459.1, 1476.4, 1510.4,inferred
"East of England",2020-12-05, 1527.8, 1564.2, 1579.7, 1596.2, 1629.4,inferred
"East of England",2020-12-06, 1664.8, 1698.8, 1715.7, 1731.8, 1763.1,inferred
"East of England",2020-12-07, 1805.0, 1840.9, 1858.5, 1875.1, 1910.4,inferred
"East of England",2020-12-08, 1949.9, 1989.8, 2010.2, 2028.1, 2067.5,inferred
"East of England",2020-12-09, 2108.9, 2153.5, 2177.0, 2198.9, 2243.8,inferred
"East of England",2020-12-10, 2307.9, 2354.3, 2379.4, 2403.0, 2449.4,inferred
"East of England",2020-12-11, 2559.6, 2603.8, 2627.7, 2651.9, 2697.8,inferred
"East of England",2020-12-12, 2852.8, 2895.8, 2919.0, 2942.1, 2984.1,inferred
"East of England",2020-12-13, 3179.9, 3221.4, 3245.7, 3270.2, 3311.5,inferred
"East of England",2020-12-14, 3535.0, 3581.2, 3606.1, 3632.3, 3677.9,inferred
"East of England",2020-12-15, 3916.2, 3968.4, 4001.5, 4030.6, 4084.8,inferred
"East of England",2020-12-16, 4287.3, 4355.4, 4392.1, 4430.5, 4493.0,inferred
"East of England",2020-12-17, 4573.9, 4646.8, 4687.9, 4728.3, 4799.3,inferred
"East of England",2020-12-18, 4728.4, 4801.3, 4841.6, 4880.3, 4948.6,inferred
"East of England",2020-12-19, 4788.1, 4850.0, 4884.3, 4916.6, 4979.5,inferred
"East of England",2020-12-20, 4795.4, 4854.3, 4883.4, 4913.9, 4967.1,inferred
"East of England",2020-12-21, 4802.2, 4854.6, 4887.6, 4918.8, 4975.3,inferred
"East of England",2020-12-22, 4826.7, 4882.2, 4918.2, 4954.7, 5020.3,inferred
"East of England",2020-12-23, 4892.5, 4953.6, 4993.3, 5036.7, 5109.3,inferred
"East of England",2020-12-24, 5044.4, 5110.6, 5151.6, 5194.9, 5271.8,inferred
"East of England",2020-12-25, 5299.0, 5362.0, 5400.3, 5439.6, 5514.5,inferred
"East of England",2020-12-26, 5623.9, 5685.0, 5719.0, 5753.4, 5815.0,inferred
"East of England",2020-12-27, 5987.5, 6041.6, 6074.7, 6105.1, 6161.7,inferred
"East of England",2020-12-28, 6350.4, 6406.6, 6441.7, 6474.2, 6536.6,inferred
"East of England",2020-12-29, 6698.2, 6769.0, 6813.0, 6850.7, 6923.7,inferred
"East of England",2020-12-30, 7001.4, 7086.3, 7135.5, 7181.4, 7263.6,inferred
"East of England",2020-12-31, 7150.0, 7240.7, 7292.8, 7342.3, 7433.0,inferred
"East of England",2021-01-01, 7114.8, 7196.2, 7247.0, 7290.6, 7375.9,inferred
"East of England",2021-01-02, 6937.1, 7008.8, 7049.7, 7089.9, 7169.2,inferred
"East of England",2021-01-03, 6701.8, 6765.3, 6798.2, 6835.1, 6912.4,inferred
"East of England",2021-01-04, 6465.0, 6525.6, 6560.5, 6593.4, 6668.6,inferred
"East of England",2021-01-05, 6255.7, 6323.9, 6358.6, 6399.6, 6470.5,inferred
"East of England",2021-01-06, 6070.1, 6147.6, 6187.7, 6230.1, 6306.8,inferred
"East of England",2021-01-07, 5873.9, 5957.3, 5997.7, 6039.2, 6114.2,inferred
"East of England",2021-01-08, 5650.6, 5730.9, 5769.1, 5802.9, 5869.9,inferred
"East of England",2021-01-09, 5413.0, 5478.1, 5511.0, 5537.9, 5599.5,inferred
"East of England",2021-01-10, 5164.0, 5221.5, 5250.1, 5275.6, 5328.9,inferred
"East of England",2021-01-11, 4920.0, 4978.5, 5005.9, 5034.5, 5083.4,inferred
"East of England",2021-01-12, 4698.2, 4759.9, 4788.8, 4819.8, 4874.3,inferred
"East of England",2021-01-13, 4494.6, 4560.7, 4592.7, 4625.6, 4683.2,inferred
"East of England",2021-01-14, 4310.5, 4373.8, 4406.6, 4439.8, 4501.3,inferred
"East of England",2021-01-15, 4134.3, 4193.9, 4226.1, 4255.7, 4313.2,inferred
"East of England",2021-01-16, 3968.4, 4019.3, 4045.5, 4073.5, 4124.2,inferred
"East of England",2021-01-17, 3795.9, 3847.2, 3873.6, 3899.7, 3946.4,inferred
"East of England",2021-01-18, 3633.5, 3682.8, 3710.4, 3735.4, 3783.1,inferred
"East of England",2021-01-19, 3472.1, 3525.2, 3554.5, 3581.5, 3632.6,inferred
"East of England",2021-01-20, 3316.0, 3373.0, 3404.3, 3434.1, 3484.9,inferred
"East of England",2021-01-21, 3166.7, 3223.4, 3252.6, 3282.9, 3332.6,inferred
"East of England",2021-01-22, 3019.2, 3069.7, 3095.9, 3124.3, 3170.2,inferred
"East of England",2021-01-23, 2870.0, 2914.4, 2938.4, 2962.2, 3006.2,inferred
"East of England",2021-01-24, 2727.1, 2764.9, 2787.1, 2809.6, 2851.9,inferred
"East of England",2021-01-25, 2583.2, 2623.8, 2645.8, 2668.1, 2712.4,inferred
"East of England",2021-01-26, 2448.1, 2492.3, 2514.9, 2537.7, 2582.5,inferred
"East of England",2021-01-27, 2323.0, 2369.4, 2392.7, 2416.7, 2463.5,inferred
"East of England",2021-01-28, 2206.1, 2251.9, 2275.4, 2300.0, 2347.5,inferred
"East of England",2021-01-29, 2096.3, 2139.1, 2160.5, 2183.5, 2224.5,inferred
"East of England",2021-01-30, 1991.8, 2028.4, 2048.9, 2069.4, 2107.8,inferred
"East of England",2021-01-31, 1890.2, 1923.3, 1941.6, 1958.7, 1991.9,inferred
"East of England",2021-02-01, 1792.0, 1821.8, 1839.0, 1857.2, 1887.7,inferred
"East of England",2021-02-02, 1694.5, 1726.5, 1743.9, 1762.6, 1792.5,inferred
"East of England",2021-02-03, 1603.7, 1636.3, 1652.7, 1672.9, 1707.3,inferred
"East of England",2021-02-04, 1514.6, 1549.7, 1566.7, 1585.3, 1618.9,inferred
"East of England",2021-02-05, 1435.5, 1466.5, 1483.1, 1499.1, 1530.0,inferred
"East of England",2021-02-06, 1356.3, 1386.7, 1402.3, 1417.8, 1442.6,inferred
"East of England",2021-02-07, 1284.5, 1310.8, 1324.2, 1339.5, 1363.4,inferred
"East of England",2021-02-08, 1212.8, 1239.5, 1252.8, 1267.5, 1292.4,inferred
"East of England",2021-02-09, 1145.6, 1171.7, 1186.7, 1201.3, 1226.9,inferred
"East of England",2021-02-10, 1084.1, 1110.7, 1128.4, 1143.2, 1170.0,inferred
"East of England",2021-02-11, 1033.9, 1060.1, 1077.7, 1092.7, 1118.6,inferred
"East of England",2021-02-12,  995.8, 1020.9, 1036.1, 1050.0, 1075.2,inferred
"East of England",2021-02-13,  963.5,  986.8, 1001.2, 1012.6, 1037.5,inferred
"East of England",2021-02-14,  935.3,  955.4,  969.0,  979.5, 1002.9,inferred
"East of England",2021-02-15,  904.9,  923.9,  936.5,  948.4,  972.1,inferred
"East of England",2021-02-16,  872.7,  893.2,  905.2,  918.2,  943.6,inferred
"East of England",2021-02-17,  841.2,  861.2,  874.3,  887.6,  914.1,inferred
"East of England",2021-02-18,  808.9,  830.5,  843.7,  855.7,  881.0,inferred
"East of England",2021-02-19,  778.3,  798.9,  811.3,  822.6,  845.0,inferred
"East of England",2021-02-20,  747.8,  767.8,  779.2,  788.7,  808.1,inferred
"East of England",2021-02-21,  715.8,  736.0,  746.3,  756.4,  774.4,inferred
"East of England",2021-02-22,  683.3,  705.1,  715.7,  726.3,  745.2,inferred
"East of England",2021-02-23,  652.8,  675.6,  685.9,  697.9,  717.2,inferred
"East of England",2021-02-24,  622.4,  647.1,  658.2,  670.9,  693.1,inferred
"East of England",2021-02-25,  595.4,  619.8,  632.2,  645.1,  670.8,inferred
"East of England",2021-02-26,  567.5,  593.6,  607.4,  621.3,  648.0,inferred
"East of England",2021-02-27,  540.1,  568.5,  584.3,  599.5,  629.2,inferred
"South East",2020-11-15, 2340.1, 2340.1, 2340.1, 2340.1, 2340.1,inferred
"South East",2020-11-16, 2306.0, 2306.1, 2306.1, 2306.1, 2306.1,inferred
"South East",2020-11-17, 2240.7, 2240.7, 2240.7, 2240.8, 2240.8,inferred
"South East",2020-11-18, 2145.6, 2146.6, 2147.1, 2147.7, 2148.8,inferred
"South East",2020-11-19, 2045.8, 2050.0, 2052.3, 2054.9, 2059.7,inferred
"South East",2020-11-20, 1966.0, 1975.1, 1980.5, 1986.0, 1996.8,inferred
"South East",2020-11-21, 1911.8, 1927.1, 1936.1, 1945.2, 1963.4,inferred
"South East",2020-11-22, 1877.3, 1898.7, 1911.3, 1924.3, 1947.3,inferred
"South East",2020-11-23, 1850.4, 1880.6, 1896.2, 1912.5, 1940.2,inferred
"South East",2020-11-24, 1832.3, 1866.7, 1884.1, 1903.6, 1937.1,inferred
"South East",2020-11-25, 1819.5, 1858.5, 1878.2, 1900.6, 1934.4,inferred
"South East",2020-11-26, 1827.6, 1865.7, 1888.2, 1911.3, 1946.3,inferred
"South East",2020-11-27, 1857.7, 1896.9, 1917.5, 1940.1, 1974.1,inferred
"South East",2020-11-28, 1903.9, 1941.5, 1959.5, 1980.6, 2013.5,inferred
"South East",2020-11-29, 1956.0, 1991.1, 2007.5, 2027.1, 2061.8,inferred
"South East",2020-11-30, 2001.3, 2037.6, 2055.4, 2074.5, 2111.5,inferred
"South East",2020-12-01, 2038.3, 2082.4, 2102.0, 2122.9, 2167.7,inferred
"South East",2020-12-02, 2089.8, 2133.7, 2157.2, 2179.3, 2231.1,inferred
"South East",2020-12-03, 2170.9, 2219.0, 2243.9, 2266.1, 2318.3,inferred
"South East",2020-12-04, 2299.8, 2347.5, 2371.5, 2392.2, 2440.6,inferred
"South East",2020-12-05, 2464.9, 2507.0, 2529.2, 2550.6, 2591.1,inferred
"South East",2020-12-06, 2642.8, 2683.8, 2705.5, 2726.3, 2763.2,inferred
"South East",2020-12-07, 2823.7, 2867.0, 2889.3, 2912.1, 2952.8,inferred
"South East",2020-12-08, 3007.1, 3054.6, 3080.8, 3107.1, 3156.3,inferred
"South East",2020-12-09, 3205.4, 3258.0, 3288.4, 3320.0, 3371.8,inferred
"South East",2020-12-10, 3442.4, 3493.9, 3528.8, 3561.3, 3620.0,inferred
"South East",2020-12-11, 3723.8, 3779.5, 3809.7, 3840.0, 3891.7,inferred
"South East",2020-12-12, 4051.6, 4100.1, 4128.8, 4156.9, 4208.5,inferred
"South East",2020-12-13, 4403.7, 4451.8, 4480.2, 4505.8, 4557.9,inferred
"South East",2020-12-14, 4775.3, 4829.3, 4857.5, 4886.8, 4944.5,inferred
"South East",2020-12-15, 5169.7, 5231.4, 5269.1, 5302.4, 5367.7,inferred
"South East",2020-12-16, 5554.4, 5630.3, 5673.2, 5714.8, 5787.7,inferred
"South East",2020-12-17, 5853.9, 5931.7, 5975.4, 6023.5, 6099.4,inferred
"South East",2020-12-18, 6021.4, 6094.8, 6137.5, 6181.5, 6254.7,inferred
"South East",2020-12-19, 6092.7, 6155.4, 6193.7, 6230.1, 6299.1,inferred
"South East",2020-12-20, 6114.6, 6178.0, 6210.1, 6242.0, 6308.0,inferred
"South East",2020-12-21, 6134.0, 6202.6, 6237.5, 6268.3, 6334.5,inferred
"South East",2020-12-22, 6171.6, 6253.0, 6291.7, 6332.2, 6412.9,inferred
"South East",2020-12-23, 6270.1, 6358.6, 6404.5, 6451.6, 6537.0,inferred
"South East",2020-12-24, 6483.7, 6577.4, 6625.7, 6676.6, 6762.1,inferred
"South East",2020-12-25, 6839.1, 6929.5, 6974.8, 7019.7, 7103.3,inferred
"South East",2020-12-26, 7303.9, 7380.5, 7422.2, 7460.2, 7531.3,inferred
"South East",2020-12-27, 7820.4, 7886.7, 7926.3, 7959.3, 8021.6,inferred
"South East",2020-12-28, 8330.8, 8415.4, 8454.1, 8490.8, 8556.4,inferred
"South East",2020-12-29, 8851.5, 8943.4, 8985.9, 9032.9, 9116.5,inferred
"South East",2020-12-30, 9307.6, 9413.5, 9465.0, 9516.0, 9614.0,inferred
"South East",2020-12-31, 9568.7, 9673.5, 9728.7, 9785.6, 9886.3,inferred
"South East",2021-01-01, 9562.9, 9664.7, 9715.9, 9771.6, 9864.4,inferred
"South East",2021-01-02, 9379.3, 9458.7, 9508.0, 9554.7, 9635.5,inferred
"South East",2021-01-03, 9105.1, 9178.2, 9220.7, 9260.8, 9340.2,inferred
"South East",2021-01-04, 8829.0, 8907.6, 8944.1, 8985.6, 9069.2,inferred
"South East",2021-01-05, 8589.4, 8681.3, 8718.7, 8760.3, 8853.5,inferred
"South East",2021-01-06, 8375.4, 8478.2, 8523.8, 8570.7, 8667.5,inferred
"South East",2021-01-07, 8145.8, 8249.0, 8297.7, 8347.1, 8440.4,inferred
"South East",2021-01-08, 7873.9, 7961.1, 8007.9, 8052.9, 8132.5,inferred
"South East",2021-01-09, 7562.4, 7635.8, 7676.4, 7712.7, 7781.9,inferred
"South East",2021-01-10, 7236.8, 7300.9, 7335.1, 7370.2, 7431.4,inferred
"South East",2021-01-11, 6914.1, 6982.8, 7014.9, 7050.3, 7114.8,inferred
"South East",2021-01-12, 6618.5, 6688.5, 6728.6, 6762.8, 6836.8,inferred
"South East",2021-01-13, 6344.9, 6418.1, 6462.6, 6501.3, 6575.9,inferred
"South East",2021-01-14, 6076.2, 6152.1, 6196.2, 6237.1, 6312.9,inferred
"South East",2021-01-15, 5806.9, 5876.1, 5915.0, 5953.9, 6023.5,inferred
"South East",2021-01-16, 5530.4, 5594.0, 5628.0, 5657.6, 5723.5,inferred
"South East",2021-01-17, 5259.4, 5314.5, 5344.2, 5371.8, 5429.5,inferred
"South East",2021-01-18, 4991.2, 5047.3, 5075.7, 5104.0, 5156.7,inferred
"South East",2021-01-19, 4733.4, 4792.9, 4824.6, 4855.2, 4912.5,inferred
"South East",2021-01-20, 4494.4, 4554.3, 4589.6, 4621.0, 4682.4,inferred
"South East",2021-01-21, 4262.7, 4322.3, 4357.3, 4388.9, 4452.8,inferred
"South East",2021-01-22, 4037.6, 4093.9, 4124.1, 4154.3, 4213.4,inferred
"South East",2021-01-23, 3820.9, 3865.8, 3893.0, 3919.8, 3974.8,inferred
"South East",2021-01-24, 3603.6, 3648.8, 3673.0, 3696.9, 3743.4,inferred
"South East",2021-01-25, 3398.5, 3444.8, 3467.9, 3490.3, 3542.1,inferred
"South East",2021-01-26, 3205.3, 3252.2, 3279.0, 3301.4, 3352.3,inferred
"South East",2021-01-27, 3023.9, 3074.9, 3101.6, 3126.5, 3180.0,inferred
"South East",2021-01-28, 2857.9, 2909.0, 2935.1, 2960.3, 3013.5,inferred
"South East",2021-01-29, 2704.7, 2752.6, 2775.0, 2797.7, 2846.6,inferred
"South East",2021-01-30, 2555.3, 2602.8, 2622.3, 2641.5, 2688.9,inferred
"South East",2021-01-31, 2418.8, 2458.0, 2476.3, 2494.2, 2534.7,inferred
