area,Date,C_025,C_25,C_50,C_75,C_975,provenance
"North West",2021-01-18, 4075.3, 4128.5, 4156.1, 4185.0, 4233.6,inferred
"North West",2021-01-19, 3902.7, 3962.6, 3990.8, 4025.0, 4078.7,inferred
"North West",2021-01-20, 3735.8, 3804.9, 3835.6, 3873.6, 3935.3,inferred
"North West",2021-01-21, 3587.3, 3655.7, 3684.3, 3725.3, 3784.5,inferred
"North West",2021-01-22, 3450.0, 3509.2, 3538.7, 3575.2, 3632.9,inferred
"North West",2021-01-23, 3316.5, 3369.0, 3395.7, 3424.2, 3473.6,inferred
"North West",2021-01-24, 3191.0, 3236.0, 3259.9, 3284.0, 3329.0,inferred
"North West",2021-01-25, 3059.8, 3106.1, 3129.9, 3154.2, 3194.9,inferred
"North West",2021-01-26, 2930.7, 2981.1, 3009.4, 3034.2, 3077.0,inferred
"North West",2021-01-27, 2810.3, 2867.2, 2895.9, 2923.1, 2969.0,inferred
"North West",2021-01-28, 2706.7, 2767.1, 2794.3, 2821.7, 2870.2,inferred
"North West",2021-01-29, 2623.8, 2679.1, 2703.2, 2727.9, 2775.2,inferred
"North West",2021-01-30, 2554.8, 2599.1, 2620.5, 2643.0, 2683.3,inferred
"North West",2021-01-31, 2483.5, 2522.7, 2541.1, 2563.2, 2603.1,inferred
"North West",2021-02-01, 2406.2, 2443.4, 2466.7, 2487.4, 2526.3,inferred
"North West",2021-02-02, 2327.6, 2368.0, 2393.1, 2415.3, 2455.9,inferred
"North West",2021-02-03, 2246.1, 2292.5, 2319.4, 2343.2, 2388.3,inferred
"North West",2021-02-04, 2168.2, 2216.7, 2242.2, 2265.5, 2310.6,inferred
"North West",2021-02-05, 2092.1, 2139.4, 2161.1, 2182.4, 2226.0,inferred
"North West",2021-02-06, 2019.3, 2060.3, 2078.8, 2097.3, 2133.4,inferred
"North West",2021-02-07, 1946.8, 1979.6, 1998.5, 2015.0, 2047.8,inferred
"North West",2021-02-08, 1871.0, 1901.7, 1920.6, 1938.5, 1967.6,inferred
"North West",2021-02-09, 1792.8, 1829.1, 1848.4, 1867.7, 1900.8,inferred
"North West",2021-02-10, 1723.0, 1763.8, 1784.9, 1805.7, 1843.8,inferred
"North West",2021-02-11, 1671.1, 1714.0, 1734.3, 1754.9, 1792.9,inferred
"North West",2021-02-12, 1640.0, 1678.6, 1697.4, 1716.3, 1752.6,inferred
"North West",2021-02-13, 1619.8, 1652.6, 1670.4, 1687.9, 1719.9,inferred
"North West",2021-02-14, 1602.3, 1629.1, 1646.6, 1662.6, 1694.6,inferred
"North West",2021-02-15, 1575.7, 1605.2, 1622.3, 1639.0, 1674.0,inferred
"North West",2021-02-16, 1542.6, 1578.7, 1598.3, 1615.4, 1653.6,inferred
"North West",2021-02-17, 1506.9, 1547.7, 1567.9, 1587.1, 1624.8,inferred
"North West",2021-02-18, 1464.4, 1504.8, 1525.3, 1545.4, 1582.4,inferred
"North West",2021-02-19, 1413.9, 1449.6, 1467.7, 1487.9, 1518.4,inferred
"North West",2021-02-20, 1352.7, 1384.5, 1400.6, 1419.7, 1444.7,inferred
"North West",2021-02-21, 1288.7, 1316.3, 1332.0, 1347.3, 1372.6,inferred
"North West",2021-02-22, 1223.8, 1250.3, 1266.2, 1281.0, 1308.8,inferred
"North West",2021-02-23, 1159.7, 1189.9, 1204.8, 1221.9, 1250.1,inferred
"North West",2021-02-24, 1101.0, 1132.4, 1148.6, 1166.2, 1198.6,inferred
"North West",2021-02-25, 1040.7, 1074.4, 1094.3, 1112.0, 1145.6,inferred
"North West",2021-02-26,  980.2, 1016.0, 1037.2, 1057.2, 1097.1,inferred
"North West",2021-02-27,  916.1,  955.4,  980.3, 1002.8, 1050.1,inferred
"Midlands",2020-11-15, 4840.5, 4840.5, 4840.5, 4840.5, 4840.5,inferred
"Midlands",2020-11-16, 4740.5, 4740.5, 4740.5, 4740.5, 4740.5,inferred
"Midlands",2020-11-17, 4573.6, 4573.7, 4573.7, 4573.7, 4573.8,inferred
"Midlands",2020-11-18, 4328.2, 4329.7, 4330.4, 4331.2, 4332.8,inferred
"Midlands",2020-11-19, 4037.9, 4044.6, 4047.9, 4051.4, 4058.1,inferred
"Midlands",2020-11-20, 3752.2, 3766.5, 3774.5, 3782.9, 3797.9,inferred
"Midlands",2020-11-21, 3498.5, 3522.7, 3535.8, 3548.8, 3574.4,inferred
"Midlands",2020-11-22, 3281.5, 3316.6, 3334.5, 3354.0, 3389.0,inferred
"Midlands",2020-11-23, 3097.4, 3141.3, 3163.1, 3187.5, 3230.4,inferred
"Midlands",2020-11-24, 2934.4, 2985.8, 3012.7, 3040.8, 3091.2,inferred
"Midlands",2020-11-25, 2798.6, 2851.7, 2882.0, 2911.6, 2964.8,inferred
"Midlands",2020-11-26, 2697.0, 2749.8, 2779.1, 2810.3, 2862.4,inferred
"Midlands",2020-11-27, 2632.9, 2683.0, 2707.8, 2737.7, 2786.2,inferred
"Midlands",2020-11-28, 2591.2, 2636.0, 2659.7, 2685.6, 2729.5,inferred
"Midlands",2020-11-29, 2554.3, 2598.0, 2619.5, 2642.6, 2681.8,inferred
"Midlands",2020-11-30, 2512.2, 2554.5, 2576.1, 2601.0, 2643.0,inferred
"Midlands",2020-12-01, 2463.8, 2507.6, 2531.9, 2558.0, 2601.5,inferred
"Midlands",2020-12-02, 2425.1, 2467.0, 2493.5, 2521.7, 2570.6,inferred
"Midlands",2020-12-03, 2416.8, 2461.7, 2487.0, 2514.7, 2561.8,inferred
"Midlands",2020-12-04, 2452.3, 2496.9, 2520.1, 2545.3, 2594.4,inferred
"Midlands",2020-12-05, 2514.1, 2560.3, 2580.5, 2604.9, 2649.6,inferred
"Midlands",2020-12-06, 2587.6, 2631.2, 2651.6, 2672.2, 2717.9,inferred
"Midlands",2020-12-07, 2654.4, 2697.5, 2720.2, 2742.5, 2786.4,inferred
"Midlands",2020-12-08, 2708.5, 2754.9, 2780.4, 2807.1, 2859.7,inferred
"Midlands",2020-12-09, 2765.2, 2813.1, 2843.8, 2871.9, 2931.7,inferred
"Midlands",2020-12-10, 2839.9, 2888.9, 2919.8, 2948.8, 3010.0,inferred
"Midlands",2020-12-11, 2941.2, 2989.7, 3018.1, 3047.0, 3103.8,inferred
"Midlands",2020-12-12, 3061.1, 3109.5, 3133.2, 3161.5, 3211.9,inferred
"Midlands",2020-12-13, 3186.7, 3236.0, 3260.7, 3287.0, 3331.3,inferred
"Midlands",2020-12-14, 3311.6, 3366.2, 3390.9, 3418.0, 3464.4,inferred
"Midlands",2020-12-15, 3435.4, 3496.4, 3523.9, 3554.2, 3613.4,inferred
"Midlands",2020-12-16, 3551.5, 3617.4, 3651.6, 3683.9, 3755.9,inferred
"Midlands",2020-12-17, 3647.4, 3711.4, 3748.3, 3784.0, 3861.2,inferred
"Midlands",2020-12-18, 3709.0, 3771.4, 3808.2, 3838.9, 3913.4,inferred
"Midlands",2020-12-19, 3743.0, 3801.7, 3835.7, 3864.0, 3932.7,inferred
"Midlands",2020-12-20, 3763.0, 3821.1, 3848.6, 3879.3, 3935.5,inferred
"Midlands",2020-12-21, 3782.3, 3834.4, 3863.8, 3894.5, 3946.4,inferred
"Midlands",2020-12-22, 3785.5, 3850.9, 3883.3, 3917.4, 3982.0,inferred
"Midlands",2020-12-23, 3838.1, 3910.9, 3950.0, 3986.8, 4061.4,inferred
"Midlands",2020-12-24, 4035.1, 4107.6, 4146.8, 4185.3, 4256.2,inferred
"Midlands",2020-12-25, 4408.0, 4480.3, 4514.9, 4549.8, 4616.7,inferred
"Midlands",2020-12-26, 4915.5, 4986.6, 5019.8, 5052.9, 5113.6,inferred
"Midlands",2020-12-27, 5495.1, 5567.0, 5599.5, 5632.3, 5693.0,inferred
"Midlands",2020-12-28, 6108.3, 6182.7, 6220.3, 6254.8, 6317.5,inferred
"Midlands",2020-12-29, 6739.4, 6821.7, 6861.7, 6904.8, 6979.9,inferred
"Midlands",2020-12-30, 7316.6, 7423.4, 7475.6, 7525.8, 7626.5,inferred
"Midlands",2020-12-31, 7746.2, 7860.9, 7919.2, 7971.6, 8086.8,inferred
"Midlands",2021-01-01, 7964.0, 8075.9, 8134.1, 8185.5, 8302.0,inferred
"Midlands",2021-01-02, 8033.5, 8129.1, 8182.2, 8228.0, 8326.5,inferred
"Midlands",2021-01-03, 8031.2, 8116.5, 8162.6, 8205.6, 8280.1,inferred
"Midlands",2021-01-04, 8019.3, 8103.6, 8145.6, 8188.6, 8268.4,inferred
"Midlands",2021-01-05, 8030.7, 8121.6, 8170.4, 8212.0, 8307.4,inferred
"Midlands",2021-01-06, 8059.5, 8157.7, 8206.8, 8261.6, 8373.3,inferred
"Midlands",2021-01-07, 8059.8, 8163.9, 8215.4, 8273.4, 8386.9,inferred
"Midlands",2021-01-08, 8021.9, 8109.8, 8162.8, 8217.1, 8321.0,inferred
"Midlands",2021-01-09, 7944.5, 8019.8, 8063.1, 8113.1, 8199.7,inferred
"Midlands",2021-01-10, 7843.6, 7908.5, 7951.4, 7998.3, 8082.7,inferred
"Midlands",2021-01-11, 7734.8, 7805.6, 7852.3, 7901.9, 7989.1,inferred
"Midlands",2021-01-12, 7631.9, 7716.2, 7769.8, 7820.7, 7921.2,inferred
"Midlands",2021-01-13, 7529.1, 7628.2, 7689.0, 7741.2, 7851.9,inferred
"Midlands",2021-01-14, 7397.3, 7502.1, 7562.1, 7618.4, 7731.0,inferred
"Midlands",2021-01-15, 7229.8, 7317.7, 7375.4, 7423.7, 7528.7,inferred
"Midlands",2021-01-16, 7012.2, 7089.0, 7136.2, 7180.5, 7273.1,inferred
"Midlands",2021-01-17, 6772.7, 6849.8, 6888.9, 6929.1, 7004.1,inferred
"Midlands",2021-01-18, 6536.9, 6608.5, 6646.6, 6687.6, 6760.4,inferred
"Midlands",2021-01-19, 6303.9, 6377.9, 6425.9, 6469.4, 6542.8,inferred
"Midlands",2021-01-20, 6077.0, 6161.8, 6212.1, 6261.2, 6341.9,inferred
"Midlands",2021-01-21, 5854.9, 5939.0, 5990.0, 6041.6, 6118.5,inferred
"Midlands",2021-01-22, 5630.2, 5705.2, 5751.2, 5795.8, 5869.5,inferred
"Midlands",2021-01-23, 5398.0, 5460.9, 5505.5, 5541.3, 5607.9,inferred
"Midlands",2021-01-24, 5162.4, 5225.2, 5262.4, 5298.7, 5363.5,inferred
"Midlands",2021-01-25, 4939.6, 5006.0, 5042.7, 5077.2, 5141.9,inferred
"Midlands",2021-01-26, 4730.4, 4802.8, 4841.4, 4877.4, 4954.4,inferred
"Midlands",2021-01-27, 4545.7, 4621.1, 4658.0, 4698.7, 4778.1,inferred
"Midlands",2021-01-28, 4383.9, 4457.7, 4494.1, 4535.7, 4619.8,inferred
"Midlands",2021-01-29, 4240.1, 4311.4, 4345.4, 4385.5, 4463.6,inferred
"Midlands",2021-01-30, 4111.8, 4178.8, 4209.6, 4240.5, 4307.1,inferred
"Midlands",2021-01-31, 3988.9, 4048.8, 4076.5, 4105.9, 4164.1,inferred
"Midlands",2021-02-01, 3859.0, 3918.8, 3946.9, 3978.1, 4033.5,inferred
"Midlands",2021-02-02, 3723.2, 3788.3, 3820.0, 3852.1, 3910.5,inferred
