area,Date,C_025,C_25,C_50,C_75,C_975,provenance
"North West",2021-03-19, 237.0, 352.7, 434.2, 520.3, 772.2,projected
"North West",2021-03-20, 225.5, 340.2, 423.8, 511.8, 779.8,projected
"Midlands",2021-02-28,1410.6,1472.0,1506.1,1539.7,1612.3,projected
"Midlands",2021-03-01,1322.1,1391.6,1432.7,1473.0,1553.6,projected
"Midlands",2021-03-02,1240.7,1319.3,1365.2,1412.6,1504.0,projected
"Midlands",2021-03-03,1165.6,1254.9,1302.2,1354.3,1457.2,projected
"Midlands",2021-03-04,1100.0,1196.3,1246.7,1303.0,1409.8,projected
"Midlands",2021-03-05,1039.1,1143.4,1196.7,1260.1,1371.6,projected
"Midlands",2021-03-06, 988.1,1093.8,1152.2,1217.5,1345.3,projected
"Midlands",2021-03-07, 938.0,1048.1,1111.5,1182.3,1310.1,projected
"Midlands",2021-03-08, 888.4,1003.1,1070.2,1144.8,1289.9,projected
"Midlands",2021-03-09, 846.5, 962.0,1032.1,1111.8,1266.3,projected
"Midlands",2021-03-10, 803.1, 924.5, 996.5,1078.8,1246.8,projected
"Midlands",2021-03-11, 764.2, 887.6, 964.7,1050.4,1229.6,projected
"Midlands",2021-03-12, 723.6, 854.1, 936.9,1021.9,1212.4,projected
"Midlands",2021-03-13, 698.1, 820.7, 907.6,1000.6,1204.4,projected
"Midlands",2021-03-14, 669.2, 792.5, 883.0, 977.9,1194.9,projected
"Midlands",2021-03-15, 635.7, 767.1, 858.1, 957.0,1180.6,projected
"Midlands",2021-03-16, 607.5, 739.6, 835.9, 938.7,1177.2,projected
"Midlands",2021-03-17, 580.3, 719.9, 816.0, 926.0,1170.2,projected
"Midlands",2021-03-18, 556.7, 697.6, 798.0, 909.5,1169.7,projected
"Midlands",2021-03-19, 533.1, 677.6, 782.5, 897.2,1171.5,projected
"Midlands",2021-03-20, 510.8, 661.5, 770.0, 884.4,1185.3,projected
"South West",2021-02-28, 289.5, 312.6, 326.8, 339.1, 364.3,projected
"South West",2021-03-01, 272.3, 298.0, 314.3, 327.7, 359.6,projected
"South West",2021-03-02, 254.5, 284.4, 302.3, 317.6, 352.2,projected
"South West",2021-03-03, 239.9, 271.7, 290.6, 308.0, 345.0,projected
"South West",2021-03-04, 226.3, 259.8, 281.1, 299.8, 340.3,projected
"South West",2021-03-05, 215.6, 250.0, 273.0, 292.9, 338.0,projected
"South West",2021-03-06, 206.7, 240.8, 264.8, 286.6, 337.9,projected
"South West",2021-03-07, 197.4, 231.4, 257.2, 280.4, 337.9,projected
"South West",2021-03-08, 186.5, 222.7, 250.0, 275.8, 338.3,projected
"South West",2021-03-09, 177.3, 214.8, 242.4, 271.4, 337.9,projected
"South West",2021-03-10, 168.6, 207.9, 235.7, 267.4, 341.8,projected
"South West",2021-03-11, 160.9, 200.4, 229.8, 265.7, 350.0,projected
"South West",2021-03-12, 153.5, 195.3, 226.0, 264.4, 359.6,projected
"South West",2021-03-13, 147.2, 190.6, 221.1, 264.8, 366.4,projected
"South West",2021-03-14, 141.6, 185.8, 218.1, 265.6, 370.4,projected
"South West",2021-03-15, 136.8, 182.4, 216.0, 266.4, 379.4,projected
"South West",2021-03-16, 131.6, 177.8, 213.1, 266.1, 398.9,projected
"South West",2021-03-17, 126.3, 174.7, 211.0, 266.5, 413.9,projected
"South West",2021-03-18, 120.8, 171.1, 210.3, 266.8, 433.3,projected
"South West",2021-03-19, 115.8, 168.9, 208.6, 271.5, 457.0,projected
"South West",2021-03-20, 113.1, 167.5, 208.7, 273.0, 482.1,projected
"East of England",2021-02-28, 514.3, 543.8, 562.1, 579.6, 614.1,projected
"East of England",2021-03-01, 486.7, 521.1, 541.7, 560.6, 601.7,projected
"East of England",2021-03-02, 462.3, 499.8, 521.3, 542.8, 591.2,projected
"East of England",2021-03-03, 440.2, 479.5, 503.1, 526.4, 579.3,projected
"East of England",2021-03-04, 418.7, 462.7, 485.8, 511.0, 570.1,projected
"East of England",2021-03-05, 398.6, 445.6, 470.6, 496.1, 559.9,projected
"East of England",2021-03-06, 383.0, 429.7, 458.2, 484.5, 555.8,projected
"East of England",2021-03-07, 365.4, 415.0, 444.3, 474.1, 555.2,projected
"East of England",2021-03-08, 350.2, 400.1, 431.8, 463.6, 550.1,projected
"East of England",2021-03-09, 334.2, 387.9, 420.2, 455.2, 547.9,projected
"East of England",2021-03-10, 322.4, 374.6, 409.0, 446.5, 548.5,projected
"East of England",2021-03-11, 309.0, 363.8, 399.3, 438.6, 545.3,projected
"East of England",2021-03-12, 298.5, 352.4, 390.0, 433.4, 545.5,projected
"East of England",2021-03-13, 288.6, 344.0, 382.6, 427.0, 544.3,projected
"East of England",2021-03-14, 278.0, 336.1, 375.1, 422.5, 548.6,projected
"East of England",2021-03-15, 268.8, 326.5, 367.5, 418.7, 555.0,projected
"East of England",2021-03-16, 257.2, 320.1, 360.8, 415.4, 561.2,projected
"East of England",2021-03-17, 250.3, 313.1, 355.3, 410.8, 569.5,projected
"East of England",2021-03-18, 242.0, 307.3, 350.2, 409.4, 579.1,projected
"East of England",2021-03-19, 233.0, 301.2, 345.7, 409.2, 586.9,projected
"East of England",2021-03-20, 225.8, 295.7, 342.6, 408.5, 598.9,projected
"South East",2021-02-28, 622.1, 655.0, 672.9, 691.4, 733.7,projected
"South East",2021-03-01, 589.2, 626.5, 646.7, 668.4, 716.9,projected
"South East",2021-03-02, 558.4, 599.5, 622.6, 646.6, 700.1,projected
"South East",2021-03-03, 531.3, 574.6, 599.8, 626.6, 684.8,projected
"South East",2021-03-04, 507.1, 551.8, 578.5, 608.7, 669.9,projected
"South East",2021-03-05, 483.0, 531.7, 560.8, 594.5, 659.6,projected
"South East",2021-03-06, 462.5, 514.0, 544.5, 579.6, 648.0,projected
"South East",2021-03-07, 443.2, 496.2, 529.0, 567.1, 639.0,projected
"South East",2021-03-08, 421.9, 478.1, 515.2, 555.9, 631.7,projected
"South East",2021-03-09, 404.3, 462.3, 502.5, 543.8, 624.8,projected
"South East",2021-03-10, 386.2, 448.3, 488.8, 534.3, 621.2,projected
"South East",2021-03-11, 370.4, 434.9, 478.6, 523.7, 615.6,projected
"South East",2021-03-12, 356.7, 422.8, 468.0, 516.0, 607.3,projected
"South East",2021-03-13, 344.8, 413.8, 458.3, 507.9, 611.8,projected
"South East",2021-03-14, 332.5, 403.3, 449.6, 502.0, 611.1,projected
"South East",2021-03-15, 319.2, 394.1, 442.1, 496.9, 612.5,projected
"South East",2021-03-16, 307.2, 383.8, 435.5, 492.8, 614.9,projected
"South East",2021-03-17, 298.8, 374.4, 429.0, 489.1, 618.1,projected
"South East",2021-03-18, 288.8, 367.5, 423.5, 485.1, 624.9,projected
"South East",2021-03-19, 277.7, 357.7, 419.3, 482.9, 631.5,projected
"South East",2021-03-20, 267.6, 350.6, 413.5, 484.6, 645.6,projected
"London",2021-02-28, 602.9, 651.6, 677.4, 705.9, 758.6,projected
"London",2021-03-01, 564.5, 619.7, 648.8, 682.0, 747.8,projected
"London",2021-03-02, 528.1, 589.2, 622.0, 660.6, 737.4,projected
"London",2021-03-03, 495.7, 560.4, 597.0, 639.6, 727.6,projected
"London",2021-03-04, 464.3, 533.6, 574.8, 619.2, 717.4,projected
"London",2021-03-05, 437.8, 511.1, 552.8, 600.4, 705.4,projected
"London",2021-03-06, 409.1, 490.2, 532.9, 584.8, 701.5,projected
"London",2021-03-07, 382.4, 469.6, 512.8, 567.0, 701.5,projected
"London",2021-03-08, 355.8, 449.7, 494.6, 553.4, 704.0,projected
"London",2021-03-09, 331.4, 430.2, 478.3, 540.3, 701.7,projected
"London",2021-03-10, 309.6, 412.0, 462.8, 525.7, 695.9,projected
"London",2021-03-11, 289.7, 394.2, 446.9, 513.4, 693.4,projected
"London",2021-03-12, 269.5, 378.6, 433.9, 501.8, 685.3,projected
"London",2021-03-13, 251.9, 363.2, 421.9, 492.1, 684.8,projected
"London",2021-03-14, 237.0, 346.8, 410.0, 480.9, 688.4,projected
"London",2021-03-15, 224.4, 330.1, 398.6, 470.4, 688.5,projected
"London",2021-03-16, 212.3, 317.6, 385.0, 461.4, 696.5,projected
"London",2021-03-17, 201.3, 304.2, 371.1, 452.3, 703.3,projected
"London",2021-03-18, 190.1, 292.6, 360.6, 446.4, 712.9,projected
"London",2021-03-19, 180.0, 282.6, 350.5, 443.0, 717.0,projected
"London",2021-03-20, 169.9, 274.9, 340.5, 439.3, 718.1,projected
"Scotland",2021-02-28, 544.8, 590.5, 618.3, 647.8, 714.5,projected
"Scotland",2021-03-01, 510.8, 566.9, 601.1, 633.2, 720.8,projected
"Scotland",2021-03-02, 480.3, 544.7, 584.3, 621.4, 722.0,projected
"Scotland",2021-03-03, 452.9, 523.0, 570.3, 612.3, 723.9,projected
"Scotland",2021-03-04, 430.7, 505.7, 557.5, 606.7, 733.9,projected
"Scotland",2021-03-05, 407.7, 494.7, 545.2, 603.3, 746.6,projected
"Scotland",2021-03-06, 388.4, 483.9, 535.3, 604.3, 773.4,projected
"Scotland",2021-03-07, 369.3, 470.4, 526.9, 606.6, 798.6,projected
"Scotland",2021-03-08, 348.5, 455.9, 521.6, 611.1, 831.9,projected
"Scotland",2021-03-09, 333.1, 443.0, 519.2, 618.7, 872.5,projected
"Scotland",2021-03-10, 317.9, 431.3, 515.6, 620.0, 915.3,projected
"Scotland",2021-03-11, 304.6, 423.1, 514.9, 625.0, 962.2,projected
"Scotland",2021-03-12, 295.2, 418.8, 516.9, 636.5,1031.3,projected
"Scotland",2021-03-13, 287.7, 417.2, 519.9, 646.6,1089.2,projected
"Scotland",2021-03-14, 275.8, 415.2, 521.0, 662.3,1202.2,projected
"Scotland",2021-03-15, 258.1, 409.9, 528.9, 683.9,1312.1,projected
"Scotland",2021-03-16, 248.0, 406.6, 534.6, 708.6,1413.7,projected
"Scotland",2021-03-17, 239.1, 405.0, 539.5, 735.3,1572.1,projected
"Scotland",2021-03-18, 231.4, 406.2, 548.3, 768.0,1718.4,projected
"Scotland",2021-03-19, 225.0, 406.5, 560.2, 802.9,1905.0,projected
"Scotland",2021-03-20, 221.1, 407.5, 582.7, 834.7,2072.8,projected
"Wales",2021-02-28, 189.3, 208.1, 218.1, 226.8, 245.3,projected
"Wales",2021-03-01, 179.0, 199.4, 211.3, 221.6, 244.1,projected
"Wales",2021-03-02, 169.2, 192.1, 205.3, 217.3, 241.8,projected
"Wales",2021-03-03, 161.5, 185.2, 199.8, 213.0, 241.2,projected
"Wales",2021-03-04, 154.6, 179.6, 195.4, 209.5, 240.9,projected
"Wales",2021-03-05, 146.8, 174.3, 191.4, 207.2, 241.9,projected
"Wales",2021-03-06, 139.8, 169.6, 187.7, 206.6, 242.6,projected
"Wales",2021-03-07, 132.9, 165.5, 185.3, 205.8, 249.5,projected
"Wales",2021-03-08, 127.9, 161.8, 183.0, 205.7, 255.3,projected
"Wales",2021-03-09, 122.1, 157.8, 180.8, 205.7, 261.2,projected
"Wales",2021-03-10, 116.5, 153.9, 179.6, 205.7, 267.0,projected
"Wales",2021-03-11, 111.4, 150.9, 177.8, 206.8, 277.5,projected
"Wales",2021-03-12, 107.8, 148.5, 176.7, 209.0, 286.6,projected
"Wales",2021-03-13, 104.9, 145.8, 176.5, 211.9, 299.6,projected
"Wales",2021-03-14, 102.1, 143.7, 176.5, 213.4, 312.6,projected
"Wales",2021-03-15, 100.0, 141.5, 177.2, 217.4, 332.3,projected
"Wales",2021-03-16,  96.5, 139.7, 178.4, 224.1, 350.9,projected
"Wales",2021-03-17,  92.3, 139.0, 179.2, 230.3, 371.3,projected
"Wales",2021-03-18,  90.5, 138.1, 180.6, 236.5, 404.9,projected
"Wales",2021-03-19,  87.4, 137.5, 182.6, 243.2, 442.5,projected
"Wales",2021-03-20,  85.3, 137.3, 184.2, 252.3, 473.8,projected
